replica	category_id	five_fold_winner_structure_ids_json	five_fold_winner_counts_by_structure_json	maximum_winner_count	maximum_winner_frequency	unique_modal_family	tie_resolution_applied	tied_maximum_frequency_structure_ids_json	replica_selected_structure_id	replica_selected_structure_supporting_outer_folds_json	replica_selected_structure_coordinatewise_median_thresholds_json	five_fold_pooled_support_pass_json	five_fold_all_inner_support_pass_json	five_fold_feasibility_outcomes_json	support_failure_count	infeasible_fold_winner_count	nominal_structure_recovered	pilot_result_used	nominal_deployment_candidate_changed	validation_payloads_opened	test_payloads_opened
119	ge4tag	"[""radial_mass__category__plus_h2_pt_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_mhh_and_abs_h_delta_eta"",""symmetric_rectangular_mass__category__mass_only""]"	"{""radial_mass__category__plus_h2_pt_and_max_drbb"":1,""radial_mass__category__plus_ht_candidate_jets"":2,""radial_mass__category__plus_mhh_and_abs_h_delta_eta"":1,""symmetric_rectangular_mass__category__mass_only"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_ht_candidate_jets""]"	radial_mass__category__plus_ht_candidate_jets	[1,2]	"{""ht_candidate_jets"":194.51071357727048,""r_hh_125_125"":35.21836913935071}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
120	exact3tag	"[""radial_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__mass_only"":1,""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""radial_mass__category__plus_ht_candidate_jets"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""radial_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__mass_only	[1]	"{""abs_mbb1_minus_125"":31.29230346582803,""abs_mbb2_minus_125"":33.707222709595506}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
120	ge4tag	"[""radial_mass__category__plus_max_drbb"",""radial_mass__category__plus_max_drbb"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__plus_max_drbb""]"	"{""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_max_drbb"":3,""radial_mass__category__plus_mhh_and_abs_h_delta_eta"":1}"	3	0.6	True	False	"[""radial_mass__category__plus_max_drbb""]"	radial_mass__category__plus_max_drbb	[0,1,4]	"{""max_drbb"":3.2066712787184057,""r_hh_125_125"":36.06128839339613}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
121	exact3tag	"[""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_mhh""]"	"{""asymmetric_rectangular_mass__category__plus_max_drbb"":2,""asymmetric_rectangular_mass__category__plus_mhh"":3}"	3	0.6	True	False	"[""asymmetric_rectangular_mass__category__plus_mhh""]"	asymmetric_rectangular_mass__category__plus_mhh	[1,2,4]	"{""abs_mbb1_minus_125"":19.19618517695128,""abs_mbb2_minus_125"":799.3848101219526,""mhh"":112.01666156260593}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,false,false,false]	0	5	False	False	False	0	0
121	ge4tag	"[""radial_mass__category__plus_h2_pt_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb""]"	"{""asymmetric_rectangular_mass__category__plus_max_drbb"":2,""radial_mass__category__plus_h2_pt_and_max_drbb"":1,""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_max_drbb""]"	asymmetric_rectangular_mass__category__plus_max_drbb	[3,4]	"{""abs_mbb1_minus_125"":29.97508879534077,""abs_mbb2_minus_125"":73.17020361100133,""max_drbb"":2.9064932201211597}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,true,true,true,true]	0	1	False	False	False	0	0
122	exact3tag	"[""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_h2_pt""]"	"{""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"":1,""asymmetric_rectangular_mass__category__plus_h2_pt"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_h2_pt"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	[2]	"{""abs_h_delta_eta"":7.76503913004308,""abs_mbb1_minus_125"":19.157410123143723,""abs_mbb2_minus_125"":711.7937275383631}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,false,false,true,false]	0	3	False	False	False	0	0
122	ge4tag	"[""radial_mass__category__plus_h2_pt"",""asymmetric_rectangular_mass__category__mass_only"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_abs_h_delta_eta"",""radial_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__mass_only"":1,""radial_mass__category__plus_abs_h_delta_eta"":1,""radial_mass__category__plus_h2_pt"":1,""radial_mass__category__plus_ht_candidate_jets"":2}"	2	0.4	True	False	"[""radial_mass__category__plus_ht_candidate_jets""]"	radial_mass__category__plus_ht_candidate_jets	[2,4]	"{""ht_candidate_jets"":195.81191635131833,""r_hh_125_125"":35.02504696548688}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
123	exact3tag	"[""radial_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_mhh""]"	"{""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"":2,""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""asymmetric_rectangular_mass__category__plus_mhh"":1,""radial_mass__category__plus_mhh"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta""]"	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	[2,3]	"{""abs_h_delta_eta"":7.76503913004308,""abs_mbb1_minus_125"":19.325571611259665,""abs_mbb2_minus_125"":799.3848101219526}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,false,false,false]	0	5	False	False	False	0	0
123	ge4tag	"[""asymmetric_rectangular_mass__category__plus_max_drbb"",""radial_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__plus_max_drbb"":2,""radial_mass__category__plus_abs_h_delta_eta"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":2}"	2	0.4	False	True	"[""asymmetric_rectangular_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__plus_max_drbb	[0,2]	"{""abs_mbb1_minus_125"":30.176836344298327,""abs_mbb2_minus_125"":74.99369213630945,""max_drbb"":2.9089849441739615}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
124	exact3tag	"[""radial_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__plus_mhh"",""radial_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta""]"	"{""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"":1,""asymmetric_rectangular_mass__category__plus_mhh"":2,""radial_mass__category__plus_mhh"":2}"	2	0.4	False	True	"[""asymmetric_rectangular_mass__category__plus_mhh"",""radial_mass__category__plus_mhh""]"	asymmetric_rectangular_mass__category__plus_mhh	[1,2]	"{""abs_mbb1_minus_125"":19.001383076756742,""abs_mbb2_minus_125"":1195.411600407152,""mhh"":179.34894690232184}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,false,false,false]	0	5	False	False	False	0	0
124	ge4tag	"[""asymmetric_rectangular_mass__category__plus_h2_pt"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__mass_only"",""radial_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_h2_pt""]"	"{""asymmetric_rectangular_mass__category__plus_h2_pt"":2,""radial_mass__category__mass_only"":1,""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_h2_pt""]"	asymmetric_rectangular_mass__category__plus_h2_pt	[0,4]	"{""abs_mbb1_minus_125"":35.08915948981434,""abs_mbb2_minus_125"":40.489394961797736,""h2_pt"":29.588710922021512}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,false,false,true,true]	0	2	False	False	False	0	0
125	exact3tag	"[""radial_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__plus_h2_pt"",""symmetric_rectangular_mass__category__plus_h2_pt""]"	"{""asymmetric_rectangular_mass__category__plus_h2_pt"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""asymmetric_rectangular_mass__category__plus_mhh"":1,""radial_mass__category__plus_mhh"":1,""symmetric_rectangular_mass__category__plus_h2_pt"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__plus_h2_pt"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_mhh"",""radial_mass__category__plus_mhh"",""symmetric_rectangular_mass__category__plus_h2_pt""]"	asymmetric_rectangular_mass__category__plus_h2_pt	[3]	"{""abs_mbb1_minus_125"":19.158908600530285,""abs_mbb2_minus_125"":552.2708889162487,""h2_pt"":0.37309395234862586}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,false,false,false]	0	5	False	False	False	0	0
125	ge4tag	"[""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""radial_mass__category__plus_abs_h_delta_eta""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""radial_mass__category__plus_abs_h_delta_eta"":2,""radial_mass__category__plus_ht_candidate_jets"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_abs_h_delta_eta""]"	radial_mass__category__plus_abs_h_delta_eta	[1,4]	"{""abs_h_delta_eta"":4.050537680036515,""r_hh_125_125"":35.401275302713444}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,true,true,false,true]	0	2	False	False	False	0	0
126	exact3tag	"[""symmetric_rectangular_mass__category__plus_h2_pt"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__plus_abs_h_delta_eta"",""radial_mass__category__plus_mhh""]"	"{""radial_mass__category__plus_abs_h_delta_eta"":1,""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_mhh"":1,""radial_mass__category__plus_mhh_and_abs_h_delta_eta"":1,""symmetric_rectangular_mass__category__plus_h2_pt"":1}"	1	0.2	False	True	"[""radial_mass__category__plus_abs_h_delta_eta"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_mhh"",""radial_mass__category__plus_mhh_and_abs_h_delta_eta"",""symmetric_rectangular_mass__category__plus_h2_pt""]"	radial_mass__category__plus_abs_h_delta_eta	[3]	"{""abs_h_delta_eta"":7.463296051007061,""r_hh_125_125"":35.73948783735429}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,true,true,true,true]	0	1	False	False	False	0	0
126	ge4tag	"[""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_mhh""]"	"{""radial_mass__category__plus_ht_candidate_jets"":2,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""radial_mass__category__plus_mhh"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_ht_candidate_jets""]"	radial_mass__category__plus_ht_candidate_jets	[2,3]	"{""ht_candidate_jets"":192.46566390991208,""r_hh_125_125"":34.150532948045026}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
127	exact3tag	"[""radial_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__mass_only"",""radial_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_h2_pt"",""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta""]"	"{""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"":1,""asymmetric_rectangular_mass__category__plus_h2_pt"":1,""radial_mass__category__mass_only"":1,""radial_mass__category__plus_ht_candidate_jets"":1,""symmetric_rectangular_mass__category__mass_only"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_h2_pt"",""radial_mass__category__mass_only"",""radial_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__mass_only""]"	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	[4]	"{""abs_h_delta_eta"":7.463296051007061,""abs_mbb1_minus_125"":18.880212960039305,""abs_mbb2_minus_125"":799.3848101219526}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,false,false,false,false]	0	4	False	False	False	0	0
127	ge4tag	"[""radial_mass__category__plus_h2_pt"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_max_drbb"",""radial_mass__category__plus_mhh"",""radial_mass__category__plus_h2_pt_and_max_drbb""]"	"{""radial_mass__category__plus_h2_pt"":1,""radial_mass__category__plus_h2_pt_and_max_drbb"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""radial_mass__category__plus_max_drbb"":1,""radial_mass__category__plus_mhh"":1}"	1	0.2	False	True	"[""radial_mass__category__plus_h2_pt"",""radial_mass__category__plus_h2_pt_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_max_drbb"",""radial_mass__category__plus_mhh""]"	radial_mass__category__plus_h2_pt	[0]	"{""h2_pt"":1.4241866561746042,""r_hh_125_125"":33.95619234573473}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
128	exact3tag	"[""radial_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_h2_pt""]"	"{""asymmetric_rectangular_mass__category__plus_h2_pt"":1,""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":2,""asymmetric_rectangular_mass__category__plus_mhh"":1,""radial_mass__category__plus_ht_candidate_jets"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	[2,3]	"{""abs_mbb1_minus_125"":18.814349338966142,""abs_mbb2_minus_125"":711.7937275383631,""ht_candidate_jets"":140.11435413360593}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,false,false,false]	0	5	False	False	False	0	0
128	ge4tag	"[""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_h2_pt_and_max_drbb"",""radial_mass__category__plus_h2_pt_and_max_drbb"",""symmetric_rectangular_mass__category__mass_only""]"	"{""radial_mass__category__plus_h2_pt_and_max_drbb"":2,""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""symmetric_rectangular_mass__category__mass_only"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_h2_pt_and_max_drbb""]"	radial_mass__category__plus_h2_pt_and_max_drbb	[2,3]	"{""h2_pt"":1.6909764741424858,""max_drbb"":3.977627353377033,""r_hh_125_125"":33.6290562082737}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,false,false]	0	2	False	False	False	0	0
129	exact3tag	"[""asymmetric_rectangular_mass__category__plus_mhh"",""radial_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__mass_only"":1,""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":1,""asymmetric_rectangular_mass__category__plus_mhh"":1,""radial_mass__category__plus_max_drbb"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_mhh"",""radial_mass__category__plus_max_drbb""]"	asymmetric_rectangular_mass__category__mass_only	[3]	"{""abs_mbb1_minus_125"":29.418819086008018,""abs_mbb2_minus_125"":37.09145238300216}"	[true,true,true,true,true]	[true,true,true,true,true]	[false,false,false,false,false]	0	5	False	False	False	0	0
129	ge4tag	"[""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__mass_only"",""asymmetric_rectangular_mass__category__mass_only""]"	"{""asymmetric_rectangular_mass__category__mass_only"":2,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""radial_mass__category__plus_max_drbb"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":1}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__mass_only""]"	asymmetric_rectangular_mass__category__mass_only	[3,4]	"{""abs_mbb1_minus_125"":22.107386228530043,""abs_mbb2_minus_125"":46.094861044637675}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
130	exact3tag	"[""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"",""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta""]"	"{""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"":3,""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":1}"	3	0.6	True	False	"[""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta""]"	asymmetric_rectangular_mass__category__plus_abs_h_delta_eta	[2,3,4]	"{""abs_h_delta_eta"":7.76503913004308,""abs_mbb1_minus_125"":19.04819151742102,""abs_mbb2_minus_125"":1195.411600407152}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,false,false,false,false]	0	4	False	False	False	0	0
130	ge4tag	"[""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__mass_only""]"	"{""radial_mass__category__mass_only"":1,""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":3,""radial_mass__category__plus_mhh_and_abs_h_delta_eta"":1}"	3	0.6	True	False	"[""radial_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	[0,1,2]	"{""ht_candidate_jets"":186.14777565002439,""max_drbb"":3.033907140221396,""r_hh_125_125"":40.9709083284529}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
131	exact3tag	"[""radial_mass__category__plus_mhh"",""radial_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_mhh""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_max_drbb"":1,""radial_mass__category__plus_mhh"":2}"	2	0.4	True	False	"[""radial_mass__category__plus_mhh""]"	radial_mass__category__plus_mhh	[0,4]	"{""mhh"":217.57833673542467,""r_hh_125_125"":36.47158714843592}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
131	ge4tag	"[""radial_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_mhh_and_abs_h_delta_eta"",""radial_mass__category__plus_mhh"",""radial_mass__category__plus_mhh"",""symmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta""]"	"{""radial_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_mhh"":2,""radial_mass__category__plus_mhh_and_abs_h_delta_eta"":1,""symmetric_rectangular_mass__category__plus_mhh_and_abs_h_delta_eta"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_mhh""]"	radial_mass__category__plus_mhh	[2,3]	"{""mhh"":212.86410706934393,""r_hh_125_125"":34.13731228458087}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
132	exact3tag	"[""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""asymmetric_rectangular_mass__category__plus_max_drbb"",""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	"{""asymmetric_rectangular_mass__category__plus_abs_h_delta_eta"":1,""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""asymmetric_rectangular_mass__category__plus_ht_candidate_jets_and_max_drbb"":1,""asymmetric_rectangular_mass__category__plus_max_drbb"":2}"	2	0.4	True	False	"[""asymmetric_rectangular_mass__category__plus_max_drbb""]"	asymmetric_rectangular_mass__category__plus_max_drbb	[0,2]	"{""abs_mbb1_minus_125"":24.924925434466342,""abs_mbb2_minus_125"":414.028540118467,""max_drbb"":3.9273977265395077}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,false,false,true]	0	2	False	False	False	0	0
132	ge4tag	"[""symmetric_rectangular_mass__category__mass_only"",""radial_mass__category__mass_only"",""asymmetric_rectangular_mass__category__plus_h2_pt"",""asymmetric_rectangular_mass__category__plus_mhh"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	"{""asymmetric_rectangular_mass__category__plus_h2_pt"":1,""asymmetric_rectangular_mass__category__plus_mhh"":1,""radial_mass__category__mass_only"":1,""symmetric_rectangular_mass__category__mass_only"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__plus_h2_pt"",""asymmetric_rectangular_mass__category__plus_mhh"",""radial_mass__category__mass_only"",""symmetric_rectangular_mass__category__mass_only"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	asymmetric_rectangular_mass__category__plus_h2_pt	[2]	"{""abs_mbb1_minus_125"":36.265584420956195,""abs_mbb2_minus_125"":41.62848517975929,""h2_pt"":29.590039387406282}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,true,true]	0	0	False	False	False	0	0
133	exact3tag	"[""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__plus_mhh"",""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_max_drbb""]"	"{""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""radial_mass__category__plus_max_drbb"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1,""symmetric_rectangular_mass__category__plus_max_drbb"":1,""symmetric_rectangular_mass__category__plus_mhh"":1}"	1	0.2	False	True	"[""asymmetric_rectangular_mass__category__plus_ht_candidate_jets"",""radial_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets"",""symmetric_rectangular_mass__category__plus_max_drbb"",""symmetric_rectangular_mass__category__plus_mhh""]"	asymmetric_rectangular_mass__category__plus_ht_candidate_jets	[3]	"{""abs_mbb1_minus_125"":18.79594465152434,""abs_mbb2_minus_125"":1195.411600407152,""ht_candidate_jets"":140.44009780883786}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,false,true,true,false]	0	2	False	False	False	0	0
133	ge4tag	"[""radial_mass__category__plus_mhh"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"",""symmetric_rectangular_mass__category__mass_only"",""symmetric_rectangular_mass__category__plus_ht_candidate_jets""]"	"{""radial_mass__category__plus_ht_candidate_jets_and_max_drbb"":2,""radial_mass__category__plus_mhh"":1,""symmetric_rectangular_mass__category__mass_only"":1,""symmetric_rectangular_mass__category__plus_ht_candidate_jets"":1}"	2	0.4	True	False	"[""radial_mass__category__plus_ht_candidate_jets_and_max_drbb""]"	radial_mass__category__plus_ht_candidate_jets_and_max_drbb	[1,2]	"{""ht_candidate_jets"":191.2180480957031,""max_drbb"":3.023947472292673,""r_hh_125_125"":40.87624835503303}"	[true,true,true,true,true]	[true,true,true,true,true]	[true,true,true,false,false]	0	2	False	False	False	0	0
