file_slot	source_file_index	basename	remote_path	selection_order_within_file	target_class	diagonal_target_cell	first_mass_gev	second_mass_gev	entry_index	particle_count	used_particle_count	was_truncated	pfcand_sum_pt	pfcand_sum_energy	score_set	overall_top1_class	signal_top1_class	target_rank_within_signal_grid	target_in_top3_signal_grid	target_in_top5_signal_grid	inclusive_signal_probability	qcd_probability	ttbar_probability	target_raw_probability	target_signal_normalized_probability	target_first_bin_index	target_second_bin_index	predicted_first_bin_index	predicted_second_bin_index	manhattan_cell_distance	chebyshev_cell_distance	euclidean_cell_distance
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	10	8	False	40	120	72205	117	117	False	19.513103485107422	664.427978515625	model0	137	7	2	True	True	0.895197375933094	0.012273366563022137	0.09252924472093582	0.03339279443025589	0.03730215852727391	0	8	0	7	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	11	9	False	40	135	47412	132	132	False	65.19888305664062	833.2716674804688	model0	136	7	33	False	False	0.9507278734297415	0.049156978726387024	0.00011505372094688937	0.013419786468148232	0.014115276140728349	0	9	0	7	2	2	2.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	12	10	False	45	140	36103	90	90	False	12.742914199829102	1686.706787109375	model0	9	9	3	True	True	0.9999331489747785	6.618436600547284e-05	5.79029688196897e-07	0.1826058179140091	0.1826180261162789	0	10	0	9	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	13	11	False	45	155	44117	121	121	False	8.328960418701172	1245.797119140625	model0	127	127	51	False	False	0.9929092494103315	0.006980480160564184	0.00011028956214431673	0.007016120012849569	0.00706622485087766	0	11	12	13	14	12	12.165525060596439
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	14	12	False	40	160	84581	151	151	False	34.58505630493164	1245.522705078125	model0	136	13	2	True	True	0.7747099825078294	0.2252158671617508	7.415835716528818e-05	0.026137489825487137	0.03373841878334514	0	12	0	13	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	15	13	False	40	175	38694	183	183	False	27.7689151763916	1680.430908203125	model0	9	9	6	False	False	0.9067446687413394	0.09317265450954437	8.27320254757069e-05	0.06081001088023186	0.06706409530330384	0	13	0	9	4	4	4.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	16	14	False	45	180	61372	120	120	False	19.58868408203125	783.35107421875	model0	136	15	2	True	True	0.4187946192182608	0.5811163783073425	8.905331196729094e-05	0.0812244638800621	0.19394820313517644	0	14	0	15	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	17	15	False	45	190	68578	126	126	False	94.42027282714844	827.0744018554688	model0	14	14	2	True	True	0.996773886310848	0.0032163974829018116	9.592979040462524e-06	0.2798154950141907	0.2807211333051808	0	15	0	14	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	18	16	True	50	50	79273	124	124	False	80.7279052734375	2922.715576171875	model0	135	135	134	False	False	0.9229570239281202	0.07687018811702728	0.00017273468256462365	4.8496776798856445e-06	5.254499997459618e-06	1	1	15	15	28	14	19.79898987322333
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	19	16	True	50	55	78747	209	209	False	37.536441802978516	1905.3946533203125	model0	13	13	131	False	False	0.9920398955291603	0.00196097232401371	0.005999196786433458	0.0004627566959243268	0.00046646984461999835	1	1	0	13	13	12	12.041594578792296
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	20	16	True	55	55	29761	114	114	False	38.76865005493164	830.5446166992188	model0	136	1	2	True	True	0.5839877332873584	0.4159613251686096	5.0942919187946245e-05	0.0705069899559021	0.1207336831529101	1	1	0	1	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	21	17	False	50	65	45210	126	126	False	59.51533508300781	1210.1993408203125	model0	136	39	128	False	False	0.4167489725800806	0.5828282237052917	0.00042267932440154254	0.00023282208712771535	0.0005586626541304245	1	2	2	10	9	8	8.06225774829855
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	22	18	False	55	70	40097	143	143	False	58.25764083862305	883.7386474609375	model0	17	17	6	False	False	0.946998663946033	0.05290881544351578	9.254129690816626e-05	0.058291319757699966	0.0615537507886303	1	3	1	2	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	23	19	False	55	85	40613	122	122	False	105.52252197265625	1660.1611328125	model0	19	19	1	True	True	0.9958007218465355	0.004037271719425917	0.00016199819219764322	0.1940915435552597	0.1949100249649864	1	4	1	4	0	0	0.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	24	20	False	50	90	58369	142	142	False	90.85421752929688	2137.2578125	model0	136	131	122	False	False	0.40689935288719425	0.5928381085395813	0.0002626296191010624	5.418595901574008e-05	0.00013316796557000718	1	5	13	14	21	12	15.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	25	21	False	50	105	37148	85	85	False	82.08137512207031	937.1075439453125	model0	136	6	3	True	True	0.019473276791245553	0.9805128574371338	1.3829206181981135e-05	0.001287388033233583	0.06611049835291942	1	6	0	6	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	26	22	False	55	110	58261	83	83	False	12.094232559204102	574.2913818359375	model0	75	75	117	False	False	0.9970041757493124	0.0029447467532008886	5.112851067679003e-05	8.790848369244486e-05	8.817263340584909e-05	1	7	5	10	7	4	5.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	27	23	False	55	125	51824	141	141	False	62.72041320800781	883.2053833007812	model0	136	36	9	False	False	0.886887803884747	0.11008155345916748	0.003030637511983514	0.025452028959989548	0.028698138421234955	1	8	2	7	2	1	1.4142135623730951
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	28	24	False	50	130	64217	193	193	False	44.61973190307617	1114.0982666015625	model0	136	127	73	False	False	0.7224666871479712	0.2650038003921509	0.01252956222742796	0.0031178093049675226	0.004315505974781301	1	9	12	13	15	11	11.704699910719626
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	29	25	False	50	145	30738	119	119	False	102.84967803955078	705.9151611328125	model0	11	11	9	False	False	0.9985633180986042	0.0014125638408586383	2.40486697293818e-05	0.036071959882974625	0.036123858376512746	1	10	0	11	2	1	1.4142135623730951
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	30	26	False	55	150	54532	153	153	False	40.99161911010742	907.169677734375	model0	25	25	2	True	True	0.9825991709594746	0.01719018630683422	0.00021061208099126816	0.04417817294597626	0.04496052332594356	1	11	1	10	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	31	27	False	55	165	99691	177	177	False	30.899099349975586	1382.3038330078125	model0	122	122	82	False	False	0.9980893849105996	0.0015250865835696459	0.00038549298187717795	0.0012551392428576946	0.001257541921428329	1	12	11	12	10	10	10.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	32	28	False	50	170	76100	110	110	False	62.955360412597656	1306.1251220703125	model0	136	15	32	False	False	0.15751982504298212	0.81352698802948	0.028953269124031067	0.001488595618866384	0.00945021122554062	1	13	0	15	3	2	2.23606797749979
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	33	29	False	50	185	49991	137	137	False	44.88223648071289	2763.7255859375	model0	15	15	5	False	True	0.9992644080853097	0.0006721902755089104	6.334242789307609e-05	0.05662596970796585	0.0566676539760551	1	14	0	15	2	1	1.4142135623730951
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	34	30	False	50	190	89653	94	94	False	27.04145050048828	716.0982055664062	model0	12	12	9	False	False	0.998847374372275	0.0011487978044897318	3.899040166288614e-06	0.029171226546168327	0.029204888849511133	1	15	0	12	4	3	3.1622776601683795
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	35	31	True	60	60	56066	109	109	False	30.199766159057617	1315.47412109375	model0	29	29	122	False	False	0.9907284352520946	0.009221128188073635	5.0573591579450294e-05	0.000177310110302642	0.000178969437025924	2	2	1	14	13	12	12.041594578792296
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	36	31	True	60	65	31189	124	124	False	30.287397384643555	942.7530517578125	model0	127	127	73	False	False	0.9781915532948915	0.02127702161669731	0.0005313740111887455	0.004217909649014473	0.004311946504554325	2	2	12	13	21	11	14.866068747318506
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	37	31	True	65	65	73412	87	87	False	21.445302963256836	760.4788818359375	model0	136	3	87	False	False	0.06667347454276751	0.9317461848258972	0.0015802423004060984	0.000346615444868803	0.005198700791368951	2	2	0	3	3	2	2.23606797749979
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	38	32	False	60	70	16621	91	91	False	32.4917106628418	897.76318359375	model0	32	32	1	True	True	0.9622823190429699	0.03769276291131973	2.4881999706849456e-05	0.047916121780872345	0.04979424523618696	2	3	2	3	0	0	0.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	39	33	False	60	85	44647	97	97	False	89.31547546386719	1222.9976806640625	model0	136	4	74	False	False	0.8087355354236934	0.19105729460716248	0.0002071678318316117	0.0011275304714217782	0.0013941893511963332	2	4	0	4	2	2	2.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	40	34	False	65	90	103594	132	132	False	27.33470916748047	1074.55029296875	model0	59	59	29	False	False	0.9900973928961321	0.008732707239687443	0.001169733703136444	0.00914099533110857	0.00923242036257692	2	5	4	5	2	2	2.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	41	35	False	65	105	118389	141	141	False	71.88352966308594	1325.073486328125	model0	46	46	10	False	False	0.9945910530668698	0.005334625486284494	7.435968291247264e-05	0.037844691425561905	0.03805050458564448	2	6	3	4	3	2	2.23606797749979
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	42	36	False	60	110	61273	67	67	False	40.75936508178711	492.9305725097656	model0	136	82	51	False	False	0.7004411810730744	0.29929062724113464	0.00026824409724213183	0.006007716991007328	0.008577047085957336	2	7	6	7	4	4	4.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	43	37	False	60	125	116036	120	120	False	7.681117057800293	704.840576171875	model0	36	36	3	True	True	0.982491295750151	0.017340105026960373	0.0001685850729700178	0.05783410742878914	0.05886475297944668	2	8	2	7	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	44	38	False	65	130	64830	152	152	False	30.191749572753906	922.0361328125	model0	51	51	3	True	True	0.9855889471281216	0.014349311590194702	6.181698699947447e-05	0.06439981609582901	0.06534145526234007	2	9	3	9	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	45	39	False	65	145	72282	97	97	False	26.124605178833008	625.1288452148438	model0	136	65	43	False	False	0.9438409600812747	0.055989496409893036	0.0001695100945653394	0.009036513045430183	0.009574190385477702	2	10	4	11	3	2	2.23606797749979
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	46	40	False	60	150	46129	162	162	False	64.41194915771484	1543.2283935546875	model0	43	43	5	False	True	0.9840219256858518	0.014437328092753887	0.0015408014878630638	0.051416728645563126	0.052251608732931706	2	11	2	14	3	3	3.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	47	41	False	60	165	64856	155	155	False	24.845247268676758	1141.8232421875	model0	41	41	1	True	True	0.981272048342845	0.01805262453854084	0.000675391114782542	0.11970269680023193	0.12198726846686782	2	12	2	12	0	0	0.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	48	42	False	65	170	38384	136	136	False	29.132301330566406	1043.18798828125	model0	44	44	5	False	True	0.9822801340332035	0.017684264108538628	3.564122744137421e-05	0.06755635142326355	0.06877503584021377	2	13	2	15	2	2	2.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	49	43	False	65	185	58854	106	106	False	69.65455627441406	658.7261962890625	model0	44	44	2	True	True	0.998925520414474	0.0010632642079144716	1.1202085261174943e-05	0.15568816661834717	0.15585563031140606	2	14	2	15	1	1	1.0
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	50	44	False	60	200	117325	117	117	False	23.2127628326416	617.746337890625	model0	29	29	6	False	False	0.992467890131957	0.0075114271603524685	2.0819372366531752e-05	0.04085814580321312	0.041168229430355356	2	15	1	14	2	1	1.4142135623730951
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	51	45	True	70	70	107906	158	158	False	17.01249122619629	1309.6905517578125	model0	136	92	48	False	False	0.9808471910655499	0.018789034336805344	0.00036381673999130726	0.008275487460196018	0.008437081265641274	3	3	7	8	9	5	6.4031242374328485
0	1	HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	/eos/ihep/cms/store/user/coli/datasets/hh4b/training/HH4b_2HDM_H3VAR_H1H2_40to200_merged_ntuple/HH4b_2HDM_H3VAR_H1H2_40to200_ntuple_id620-629.root	52	45	True	70	75	57446	138	138	False	78.54964447021484	1412.1094970703125	model0	136	46	14	False	False	0.43646068022371765	0.5605132579803467	0.0030260642524808645	0.009623234160244465	0.022048341571826956	3	3	3	4	1	1	1.0
