global_member_index	signal_mode	mode_member_index	member_id	source_campaign	generated_events	immutable_split	candidate_rows	candidate_access	candidate_parquet	candidate_parquet_sha256	candidate_schema_columns	candidate_schema_sha256	common72_schema_sha256	source_bundle	source_registry	source_registry_sha256	source_summary	source_summary_sha256	training_authorized	validation_authorized	test_sealed	physics_yield_authorized	status
10	ggf_hh4b	10	ggf_shard_010	ggf_hh4b_ml_ext20k_frozen_v2_20260716	1000	train	74	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard010_train_v2_hh4b_candidates.parquet	f629cb1d725223b39b28aceef24ee1757934f0177fd682f5ce611b95e279b709	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard010_seed86010_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
11	ggf_hh4b	11	ggf_shard_011	ggf_hh4b_ml_ext20k_frozen_v2_20260716	1000	train	61	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard011_train_v2_hh4b_candidates.parquet	70954d7166d0b37714dc61196db69a3f8b46e82525758a54a36ef17ec01fa08a	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard011_seed86011_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
12	ggf_hh4b	12	ggf_shard_012	ggf_hh4b_ml_ext20k_frozen_v2_20260716	1000	train	63	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard012_train_v2_hh4b_candidates.parquet	a8082745e53cff674db36216d31e877c313010b883d7ff5da260c955e4331990	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard012_seed86012_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
13	ggf_hh4b	13	ggf_shard_013	ggf_hh4b_ml_ext20k_frozen_v2_20260716	1000	train	81	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard013_train_v2_hh4b_candidates.parquet	9079a1f3ea4ce88d1cbb20402e97d9fcf444c9bbce2d426a44baec6b66510a80	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard013_seed86013_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
14	ggf_hh4b	14	ggf_shard_014	ggf_hh4b_ml_ext20k_frozen_v2_20260716	1000	validation	60	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard014_validation_v2_hh4b_candidates.parquet	e3faf85b58de897fac6892ba5aeada40ca3df8d58e0e546e641d0d958f729d50	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard014_seed86014_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	False	True	False	False	pass
15	ggf_hh4b	15	ggf_shard_015	ggf_hh4b_ml_ext20k_frozen_v2_20260716	1000	validation	59	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard015_validation_v2_hh4b_candidates.parquet	004e6ad81cd2703806294ba60da40175a7c626a316dfcfff35bd7b0a24478c5d	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard015_seed86015_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	False	True	False	False	pass
16	ggf_hh4b	16	ggf_shard_016	ggf_hh4b_ml_ext20k_frozen_v2_20260716	1000	validation	78	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard016_validation_v2_hh4b_candidates.parquet	1cb31cc260e244143bfba3576b2dce945cc5ebb988637bb711b4974b7767ae90	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard016_seed86016_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	False	True	False	False	pass
17	ggf_hh4b	17	ggf_shard_017	ggf_hh4b_ml_ext20k_frozen_v2_20260716	1000	test	50	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard017_test_v2_hh4b_candidates.parquet	594e93d2c9474fe91b04a7b4d04c4ce7eb422c91ba30bc8d7d5c6da92e2c5bfc	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard017_seed86017_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	False	False	True	False	pass
18	ggf_hh4b	18	ggf_shard_018	ggf_hh4b_ml_ext20k_frozen_v2_20260716	1000	test	63	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard018_test_v2_hh4b_candidates.parquet	be0359eb4f99a6e8f1e1d043dd439ca0e294bc832a77f3a92cf29533128b85f0	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard018_seed86018_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	False	False	True	False	pass
19	ggf_hh4b	19	ggf_shard_019	ggf_hh4b_ml_ext20k_frozen_v2_20260716	1000	test	61	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext20k_frozen_v2_20260716/ggF_HH4b_SMnorm_ext20k_shard019_test_v2_hh4b_candidates.parquet	e4154b0a7962cd24061743003e9e0672b8c546daff2e6d6e534afd39f6ac6f4b	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext20k_frozen_v2_20260716/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard019_seed86019_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	False	False	True	False	pass
20	ggf_hh4b	20	ggf_shard_020	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	74	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard020_train_v2_hh4b_candidates.parquet	5eaaed39b58e8cee3214d1667c964deb98d6b0b83cb1ead1b5ca95c9f7c9e195	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard020_seed86020_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
21	ggf_hh4b	21	ggf_shard_021	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	74	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard021_train_v2_hh4b_candidates.parquet	f59acb604a11212f1cee72e7e2a0ce7a2ef6845de0affc96e86d4d6d05a9d0be	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard021_seed86021_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
22	ggf_hh4b	22	ggf_shard_022	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	58	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard022_train_v2_hh4b_candidates.parquet	7ee3c1daa5523767ca6d0a22aff1725af000b15f206adb3a949cc9704d670b7f	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard022_seed86022_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
23	ggf_hh4b	23	ggf_shard_023	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	64	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard023_train_v2_hh4b_candidates.parquet	066ff9871b9ca6ce9aaf45a5266dc2d1c30dc973cd4ce4dd0bd4abf5164e22d6	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard023_seed86023_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
24	ggf_hh4b	24	ggf_shard_024	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	47	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard024_train_v2_hh4b_candidates.parquet	7188a6cad125289faaac3cecee440c898243be2f74b00f9df17a71aa19b9510f	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard024_seed86024_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
25	ggf_hh4b	25	ggf_shard_025	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	54	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard025_train_v2_hh4b_candidates.parquet	00976ca816f52d4fd609303de1fd4403bfd748b960784be07479f77545b379f7	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard025_seed86025_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
26	ggf_hh4b	26	ggf_shard_026	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	43	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard026_train_v2_hh4b_candidates.parquet	54d8feb7c364bb65c66278130d6eb2f79fc9c88aa43b8c4fb06601f3c62cddb9	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard026_seed86026_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
27	ggf_hh4b	27	ggf_shard_027	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	74	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard027_train_v2_hh4b_candidates.parquet	8bcc51105a0284cd872ead073a704f43486a656d78208cea5a947492f185381d	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard027_seed86027_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
28	ggf_hh4b	28	ggf_shard_028	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	1000	train	63	local_path	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard028_train_v2_hh4b_candidates.parquet	caf5c6be5100bd7cde7616293a321ee79b9b165681403cb4fe60ea1429396531	75	0aca5014841a8e3ca7fffcde416ce3bfe96695a92b87190395ce9de5a01858d6	4008b937032acad6aac87c2fea1df12a110d19a3876d1f8008496e9ca0c85cf4	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard028_seed86028_bundle.tar.gz	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.tsv	e0385488fe53bba2eb46b0a6cc30038aba42cff21ddaa9726a7de99101e54afb	/uscms_data/d3/iturkmen/repos/hh-bbww-baselines/outputs/agent_runs/ggf_hh4b_canonical100k_registry_audit_20260723_v2/ggf_hh4b_canonical100k_registry.json	af3e76d524499ebe40dd193769602f566afc7f6c8fb46046a34f7a018f619fca	True	False	False	False	pass
