campaign	local_shard	inner_shard	seed	immutable_split	generated_events	candidate_rows	analysis_sample	source_root	source_root_index	candidate_parquet	candidate_parquet_sha256	remote_bundle	training_authorized	validation_authorized	test_sealed	physics_yield_authorized	status
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	30	16030	86030	train	1000	68	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16030_1000_pythia8_delphes.root	40	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard030_train_v2_hh4b_candidates.parquet	fcf8bd8f220d93b5f8510d4374afa9d273e64f0d905ce7a262721b244bed95a1	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard030_seed86030_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	31	16031	86031	train	1000	58	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16031_1000_pythia8_delphes.root	41	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard031_train_v2_hh4b_candidates.parquet	1acd2ee126697c540d3e797378e84a1a88b4f5d9584d210b57c271f355959d0a	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard031_seed86031_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	32	16032	86032	train	1000	75	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16032_1000_pythia8_delphes.root	42	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard032_train_v2_hh4b_candidates.parquet	cf270cb3436848ed17fcdd4708a216ab0889383dc237e47ffbd69ed0037771bb	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard032_seed86032_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	33	16033	86033	train	1000	55	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16033_1000_pythia8_delphes.root	43	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard033_train_v2_hh4b_candidates.parquet	fbe673b2ca1da2e0278c8658b301d502ec70f730cdbaace75214632009c6520e	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard033_seed86033_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	34	16034	86034	train	1000	56	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16034_1000_pythia8_delphes.root	44	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard034_train_v2_hh4b_candidates.parquet	c29e4703ec1346d8c7ea24be481d479e84695c07e5140011470745d857dae063	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard034_seed86034_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	35	16035	86035	train	1000	56	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16035_1000_pythia8_delphes.root	45	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard035_train_v2_hh4b_candidates.parquet	e65bcfba9535b8f7a86fd17639d4322f5fd9fc89b9a88a9c136ca38e9bba56cf	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard035_seed86035_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	36	16036	86036	train	1000	69	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16036_1000_pythia8_delphes.root	46	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard036_train_v2_hh4b_candidates.parquet	ad23aef9c057536dff795fdf57a3d833f30ee3cfd81c390cab81f3e6221d616b	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard036_seed86036_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	37	16037	86037	train	1000	58	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16037_1000_pythia8_delphes.root	47	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard037_train_v2_hh4b_candidates.parquet	75deb19f866174531b4a5fc4ce36ea90aaf7e648cc4f3c95f27696a8a1b25209	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard037_seed86037_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	38	16038	86038	train	1000	57	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16038_1000_pythia8_delphes.root	48	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard038_train_v2_hh4b_candidates.parquet	dd9e96c0c569c2223a5d12dbc1123750e1060a3b23265c35d6e45ca1e517ed4a	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard038_seed86038_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	39	16039	86039	train	1000	66	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16039_1000_pythia8_delphes.root	49	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard039_train_v2_hh4b_candidates.parquet	f6e755a96ca39fb2fae58dedb2f60baff0a1a2227ded0b051219a2eb82d6bfc8	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard039_seed86039_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	40	16040	86040	train	1000	50	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16040_1000_pythia8_delphes.root	50	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard040_train_v2_hh4b_candidates.parquet	46249fb1a068519432c712e11719ff19dd58363219b3b5db43dd8990843ab6de	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard040_seed86040_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	41	16041	86041	train	1000	46	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16041_1000_pythia8_delphes.root	51	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard041_train_v2_hh4b_candidates.parquet	bd63d15f38fbc1fb3b3f743845754db81793d5cebda6f5c9220184c13f16124d	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard041_seed86041_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	42	16042	86042	train	1000	67	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16042_1000_pythia8_delphes.root	52	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard042_train_v2_hh4b_candidates.parquet	f53bf1970dc32dafe13831587033a2c7ccd2e16d074ea58020a144a80e5c96b7	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard042_seed86042_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	43	16043	86043	train	1000	62	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16043_1000_pythia8_delphes.root	53	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard043_train_v2_hh4b_candidates.parquet	4c3708e6e6661f37af4051ecfca9f8ab5f1e0aeef9fe85b6298be51d73752e9e	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard043_seed86043_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	44	16044	86044	train	1000	57	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16044_1000_pythia8_delphes.root	54	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard044_train_v2_hh4b_candidates.parquet	ff115d69b17d765125f0dee1e19eb72a8c6b5c472bed4c6990e8887ab6624682	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard044_seed86044_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	45	16045	86045	train	1000	59	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16045_1000_pythia8_delphes.root	55	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard045_train_v2_hh4b_candidates.parquet	14131aec562d81315d2591940feef9a582b22fd1476d8fdd4b4a55d0aeaf5b08	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard045_seed86045_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	46	16046	86046	train	1000	55	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16046_1000_pythia8_delphes.root	56	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard046_train_v2_hh4b_candidates.parquet	cd8d946fc2ae395cb5d8489f8f7220786431fac5da30e3eacff9eb6835121219	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard046_seed86046_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	47	16047	86047	train	1000	67	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16047_1000_pythia8_delphes.root	57	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard047_train_v2_hh4b_candidates.parquet	639a60798fe4f0046eea81d9f0b5940f61227a7377965d562a6c68d8765ef112	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard047_seed86047_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	48	16048	86048	train	1000	52	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16048_1000_pythia8_delphes.root	58	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard048_train_v2_hh4b_candidates.parquet	edc96622a2bf0b5ad45ac42661df4db8a015a89f5228b809b347eb93e1e4f380	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard048_seed86048_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	49	16049	86049	train	1000	54	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16049_1000_pythia8_delphes.root	59	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard049_train_v2_hh4b_candidates.parquet	2f1ea54dab1bd05f2bb21b719a56b9e7f8577181cd55c3459b3a74235bec5069	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard049_seed86049_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	50	16050	86050	train	1000	70	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16050_1000_pythia8_delphes.root	60	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard050_train_v2_hh4b_candidates.parquet	c152e749ff0d2461788383485226ef53b1bb9f6d91dab5d2a0e104dda4f460aa	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard050_seed86050_bundle.tar.gz	True	False	False	False	pass
ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	51	16051	86051	train	1000	63	ggF_HH4b_SMnorm	HH4b_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_cluster_59851677_shard_16051_1000_pythia8_delphes.root	61	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_v2_signal_extensions/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/ggF_HH4b_SMnorm_ext80k_shard051_train_v2_hh4b_candidates.parquet	0f7ed51d73f39df3c1b75770e62d83556c074224d3e307db31981f139a11b895	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1/HH4b_ggf_ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1_shard051_seed86051_bundle.tar.gz	True	False	False	False	pass
