campaign,job_id,bin_id,pthat_min_GeV,pthat_max_GeV,n_events,shard_id,seed,dataset_split,split_assignment_reason,split_salt
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,59,0,50,75,10000,1092,1201092,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,60,0,50,75,10000,1093,1201093,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,61,0,50,75,10000,1094,1201094,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,62,0,50,75,10000,1095,1201095,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,63,0,50,75,10000,1096,1201096,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,64,0,50,75,10000,1097,1201097,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,65,0,50,75,10000,1098,1201098,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,66,0,50,75,10000,1099,1201099,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,67,0,50,75,10000,1100,1201100,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,68,0,50,75,10000,1101,1201101,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,69,0,50,75,10000,1102,1201102,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,70,0,50,75,10000,1103,1201103,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,71,0,50,75,10000,1104,1201104,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,72,0,50,75,10000,1105,1201105,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,73,1,75,100,10000,1106,1211106,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,74,1,75,100,10000,1107,1211107,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,75,1,75,100,10000,1108,1211108,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,76,1,75,100,10000,1109,1211109,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,77,1,75,100,10000,1110,1211110,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,78,1,75,100,10000,1111,1211111,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,79,1,75,100,10000,1112,1211112,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,80,1,75,100,10000,1113,1211113,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,81,1,75,100,10000,1114,1211114,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,82,1,75,100,10000,1115,1211115,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,83,1,75,100,10000,1116,1211116,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,84,1,75,100,10000,1117,1211117,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,85,1,75,100,10000,1118,1211118,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,86,1,75,100,10000,1119,1211119,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,87,1,75,100,10000,1120,1211120,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,88,1,75,100,10000,1121,1211121,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,89,1,75,100,10000,1122,1211122,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,90,1,75,100,10000,1123,1211123,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,91,1,75,100,10000,1124,1211124,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,92,1,75,100,10000,1125,1211125,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,93,1,75,100,10000,1126,1211126,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,94,1,75,100,10000,1127,1211127,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,95,1,75,100,10000,1128,1211128,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,96,1,75,100,10000,1129,1211129,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,97,1,75,100,10000,1130,1211130,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,98,1,75,100,10000,1131,1211131,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,99,1,75,100,10000,1132,1211132,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,100,1,75,100,10000,1133,1211133,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,101,1,75,100,10000,1134,1211134,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,102,1,75,100,10000,1135,1211135,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,103,1,75,100,10000,1136,1211136,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,104,1,75,100,10000,1137,1211137,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,105,1,75,100,10000,1138,1211138,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,106,1,75,100,10000,1139,1211139,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,107,1,75,100,10000,1140,1211140,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,108,1,75,100,10000,1141,1211141,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,109,1,75,100,10000,1142,1211142,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,110,1,75,100,10000,1143,1211143,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,111,1,75,100,10000,1144,1211144,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,112,1,75,100,10000,1145,1211145,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,113,1,75,100,10000,1146,1211146,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,114,1,75,100,10000,1147,1211147,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,115,1,75,100,10000,1148,1211148,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,116,1,75,100,10000,1149,1211149,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,117,2,100,200,10000,1150,1221150,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,118,2,100,200,10000,1151,1221151,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,119,2,100,200,10000,1152,1221152,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,120,2,100,200,10000,1153,1221153,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,121,2,100,200,10000,1154,1221154,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,122,2,100,200,10000,1155,1221155,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,123,2,100,200,10000,1156,1221156,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,124,2,100,200,10000,1157,1221157,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,125,2,100,200,10000,1158,1221158,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,126,2,100,200,10000,1159,1221159,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,127,2,100,200,10000,1160,1221160,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,128,2,100,200,10000,1161,1221161,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,129,2,100,200,10000,1162,1221162,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,130,2,100,200,10000,1163,1221163,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,131,2,100,200,10000,1164,1221164,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,132,2,100,200,10000,1165,1221165,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,133,2,100,200,10000,1166,1221166,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,134,2,100,200,10000,1167,1221167,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,135,2,100,200,10000,1168,1221168,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,136,2,100,200,10000,1169,1221169,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,137,2,100,200,10000,1170,1221170,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,138,2,100,200,10000,1171,1221171,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,139,2,100,200,10000,1172,1221172,validation,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,140,2,100,200,10000,1173,1221173,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,141,2,100,200,10000,1174,1221174,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,142,2,100,200,10000,1175,1221175,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,143,2,100,200,10000,1176,1221176,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,144,2,100,200,10000,1177,1221177,train,deterministic_trainval_hash,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,145,3,200,300,10000,1178,1231178,train,single_shard_training_coverage_guard,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,146,4,300,500,10000,1179,1241179,train,single_shard_training_coverage_guard,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,147,5,500,700,10000,1180,1251180,train,single_shard_training_coverage_guard,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,148,6,700,1000,10000,1181,1261181,train,single_shard_training_coverage_guard,qcd-adaptive-wave3-trainval-v1
qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718,149,7,1000,0,10000,1182,1271182,train,single_shard_training_coverage_guard,qcd-adaptive-wave3-trainval-v1
