group_id	sample_class	source_index	member_id	process_or_mode	original_split	final_split	final_role	future_use	generated_events	candidate_rows_metadata	candidate_path	candidate_sha256
3bc3942d91503ba846db3899	background	362	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard008_10k_bundle.tar.gz	qcd_bbbb_general	train	train	development_train	model_fit	10000	364	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_general/0362_qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard008_10k_hh4b_candidates_v2.parquet	2df18555c55d6a36ddae633408ea80c236142dae8d6ac0b77036c927a1d7b066
971534c289c8c141e6703131	background	366	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	qcd_bbbb_iht400to600	train	train	development_train	model_fit	10000	1481	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0366_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_hh4b_candidates_v2.parquet	f7e96cabe9abe086d3d0a2cce27713f8216143ba67a0aa33c5185818cbeed15a
0f1d84b89957afb5ad1b5c6d	background	367	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	qcd_bbbb_iht400to600	train	train	development_train	model_fit	10000	1490	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0367_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_hh4b_candidates_v2.parquet	590c7f844b92f4d7ceb47119c87112a6d13211c488a08b0acda6c8b4678e31e2
9cacc87dca5502e5a629cb02	background	368	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard010_10k_bundle.tar.gz	qcd_bbbb_iht400to600	train	train	development_train	model_fit	10000	1525	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0368_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard010_10k_hh4b_candidates_v2.parquet	3b0419217675316a2589275e5bedccb0df643c8b28d612b659032cb53adf6160
852a26fa10837984b6514fd7	background	369	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard011_10k_bundle.tar.gz	qcd_bbbb_iht400to600	train	train	development_train	model_fit	10000	1589	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0369_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard011_10k_hh4b_candidates_v2.parquet	690ab9b0af7bb29d57e5ab5a009a4560e26de5bd58d4a530d23298634749e955
fabd00856f2405973059615f	background	370	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard012_10k_bundle.tar.gz	qcd_bbbb_iht400to600	train	train	development_train	model_fit	10000	1562	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0370_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard012_10k_hh4b_candidates_v2.parquet	74235b4452c79d36bd77b7a53ba8410248c2f5031bad62c319c1442043721121
bd8b7f9e133dbca1fd322312	background	371	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz	qcd_bbbb_iht400to600	train	train	development_train	model_fit	10000	1595	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0371_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard013_10k_hh4b_candidates_v2.parquet	e43f7b2e42b74fa6ffd0dd31794c29b84e6d9b62c1b2af292bf3730badff0b4c
2bce797964cf5af141e4525f	background	372	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard002_10k_bundle.tar.gz	qcd_bbbb_iht400to600	train	train	development_train	model_fit	10000	1552	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0372_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard002_10k_hh4b_candidates_v2.parquet	096bd580568197e8db579487892fbc9ce3b7a57062715d346ccaf551f508acc9
18da05b1009ec2362315d6db	background	373	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard003_10k_bundle.tar.gz	qcd_bbbb_iht400to600	train	train	development_train	model_fit	10000	1485	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0373_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard003_10k_hh4b_candidates_v2.parquet	4709b512c1aa9fa426121e24e14babc02c466b80618e8cb63e76b8444291bbe9
48a560034fc93461d1a27171	background	374	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz	qcd_bbbb_iht400to600	train	train	development_train	model_fit	10000	1581	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0374_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard005_10k_hh4b_candidates_v2.parquet	7df834cddf4d6408e98366f0f6cf8ba58a7d56159ac216df383eb9ef7516f3b8
16ca7fe539d16ce0cbe2994e	background	375	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz	qcd_bbbb_iht400to600	train	train	development_train	model_fit	10000	1559	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0375_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard006_10k_hh4b_candidates_v2.parquet	55ca6180eae86bf786529b71cd24548fa0d82873b8a287eff23840eb15589b2c
80c6a6c15054fb3b01ee2a95	background	376	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard007_10k_bundle.tar.gz	qcd_bbbb_iht400to600	train	train	development_train	model_fit	10000	1560	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0376_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard007_10k_hh4b_candidates_v2.parquet	949fd6adb7af5c18dd913606d7437c715ed27711c7609973fda50bd16ad7c45f
8b599686a633844f7ef32be4	background	377	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard008_10k_bundle.tar.gz	qcd_bbbb_iht400to600	train	train	development_train	model_fit	10000	1516	/uscms_data/d3/iturkmen/hh4b_delphes/parquet_materialized/background_frozen_v2_strict493_materialization_20260724_v1/train/qcd_bbbb_iht400to600/0377_qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard008_10k_hh4b_candidates_v2.parquet	7dbe50134729c796dbe462ee6b5fd0b76766015fdafc931e6fa198dc8df64a3d
