sample_class	process_or_mode	dataset_split	aggregation_level	stage_index	stage	members	generated_events	candidate_denominator	selected_events	efficiency_vs_generated	efficiency_vs_candidate	weighting_status	physical_yield_authorized	significance_authorized
background	__all_background__	train	background_total	8	control_region_low_mhh	370	3571373	47351	3098	0.0008674534975764222	0.0654262845557644	unweighted_descriptive_only	False	False
background	__all_background__	train	background_total	9	control_region_high_mhh	370	3571373	47351	2556	0.0007156911361540785	0.05397985259023041	unweighted_descriptive_only	False	False
background	__all_background__	validation	background_total	0	candidate_denominator	104	974084	10499	10499	0.010778331232214059	1.0	unweighted_descriptive_only	False	False
background	__all_background__	validation	background_total	1	four_candidate_jets_pt40	104	974084	10499	5964	0.006122675251826331	0.5680541003905134	unweighted_descriptive_only	False	False
background	__all_background__	validation	background_total	2	four_candidate_jets_abs_eta24	104	974084	10499	5721	0.005873210113296184	0.5449090389560911	unweighted_descriptive_only	False	False
background	__all_background__	validation	background_total	3	analysis_region_rhh55	104	974084	10499	2190	0.002248266063296389	0.20859129440899132	unweighted_descriptive_only	False	False
background	__all_background__	validation	background_total	4	signal_region_rhh30	104	974084	10499	946	0.0009711688109033718	0.09010381941137251	unweighted_descriptive_only	False	False
background	__all_background__	validation	background_total	5	control_region_rhh30_55	104	974084	10499	1244	0.0012770972523930173	0.11848747499761882	unweighted_descriptive_only	False	False
background	__all_background__	validation	background_total	6	signal_region_low_mhh	104	974084	10499	675	0.0006929587181392981	0.0642918373178398	unweighted_descriptive_only	False	False
background	__all_background__	validation	background_total	7	signal_region_high_mhh	104	974084	10499	271	0.00027821009276407375	0.025811982093532717	unweighted_descriptive_only	False	False
background	__all_background__	validation	background_total	8	control_region_low_mhh	104	974084	10499	701	0.0007196504613565154	0.06676826364415658	unweighted_descriptive_only	False	False
background	__all_background__	validation	background_total	9	control_region_high_mhh	104	974084	10499	543	0.000557446791036502	0.05171921135346223	unweighted_descriptive_only	False	False
background	__all_background__	train_validation	background_development_total	0	candidate_denominator	474	4545457	57850	57850	0.012726993127423711	1.0	unweighted_descriptive_only	False	False
background	__all_background__	train_validation	background_development_total	1	four_candidate_jets_pt40	474	4545457	57850	33621	0.007396616005827357	0.5811754537597235	unweighted_descriptive_only	False	False
background	__all_background__	train_validation	background_development_total	2	four_candidate_jets_abs_eta24	474	4545457	57850	32283	0.007102256164781671	0.5580466724286949	unweighted_descriptive_only	False	False
background	__all_background__	train_validation	background_development_total	3	analysis_region_rhh55	474	4545457	57850	12069	0.0026551785662035743	0.2086257562662057	unweighted_descriptive_only	False	False
background	__all_background__	train_validation	background_development_total	4	signal_region_rhh30	474	4545457	57850	5171	0.0011376193856855318	0.08938634399308557	unweighted_descriptive_only	False	False
background	__all_background__	train_validation	background_development_total	5	control_region_rhh30_55	474	4545457	57850	6898	0.0015175591805180425	0.11923941227312014	unweighted_descriptive_only	False	False
background	__all_background__	train_validation	background_development_total	6	signal_region_low_mhh	474	4545457	57850	3684	0.0008104795623410364	0.0636819360414866	unweighted_descriptive_only	False	False
background	__all_background__	train_validation	background_development_total	7	signal_region_high_mhh	474	4545457	57850	1487	0.0003271398233444954	0.02570440795159896	unweighted_descriptive_only	False	False
background	__all_background__	train_validation	background_development_total	8	control_region_low_mhh	474	4545457	57850	3799	0.0008357795486790437	0.06566983578219533	unweighted_descriptive_only	False	False
background	__all_background__	train_validation	background_development_total	9	control_region_high_mhh	474	4545457	57850	3099	0.0006817796318389989	0.05356957649092481	unweighted_descriptive_only	False	False
