production_row_index	source_uid	sample_class	process_or_mode	workflow_population	population_kind	access_mode	generator_weight_transport_applicable	generator_weight_transport_class	physical_evaluation_eligible	generated_events	broad_eligible_rows	assignment_matchable_rows	parquet_path	parquet_bytes	parquet_sha256	receipt_path	receipt_bytes	receipt_sha256	status
10	f76c4d295021c2545924a8cb::background::352::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	background	qcd_bbbb_general	auxiliary_qcd_classification_only	auxiliary_qcd	remote_bundle_extraction_required	False	not_applicable_auxiliary_qcd	False	10000	2959	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0010_701fd1c8d7a7fcd1.parquet	845404	8f61be96cb9681c33643738765bdce55a2326897f146e32f12d50eaf1b5880d1	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0010_701fd1c8d7a7fcd1.json	3460	7f98340540c65aa918ecbb3951efed41b1bf7b54b12fd498d5c8a694cb6fae52	pass
11	0f1d84b89957afb5ad1b5c6d::background::367::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard001_10k_bundle.tar.gz	background	qcd_bbbb_iht400to600	auxiliary_qcd_classification_only	auxiliary_qcd	remote_bundle_extraction_required	False	not_applicable_auxiliary_qcd	False	10000	7994	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0011_fe1cf687ca7c0c98.parquet	1078572	356c9e90d6735f2a8f3a44aa80b10351700036283417642639eb458925d3b888	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0011_fe1cf687ca7c0c98.json	3482	66488e61da804a749e6ba8f74c1497624f4db0080c5cc59ec8df2160eb7161e7	pass
12	16ca7fe539d16ce0cbe2994e::background::375::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard006_10k_bundle.tar.gz	background	qcd_bbbb_iht400to600	auxiliary_qcd_classification_only	auxiliary_qcd	remote_bundle_extraction_required	False	not_applicable_auxiliary_qcd	False	10000	7986	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0012_675d6ddb80d213f6.parquet	1078769	c6b148252f03140f7ea4c2da3a3a78861a081756292e1ef4efcaaf7c9e9c65dd	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0012_675d6ddb80d213f6.json	3482	9c819cc3d835ba21e0ba2b7c3e6fdf9d484b89fd084b9f283610cd44648d8be3	pass
13	18da05b1009ec2362315d6db::background::373::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard003_10k_bundle.tar.gz	background	qcd_bbbb_iht400to600	auxiliary_qcd_classification_only	auxiliary_qcd	remote_bundle_extraction_required	False	not_applicable_auxiliary_qcd	False	10000	7992	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0013_3b833a266ca59ab1.parquet	1079197	6555b420f16b6c4508fa0d1e4d6c869c8a6f5293cde3e7935ebbdf470741ef45	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0013_3b833a266ca59ab1.json	3482	66939d290fc19de28a783a19f01ebdbddfadc9573a624fea06a37f1f7c0a7911	pass
14	2bce797964cf5af141e4525f::background::372::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard002_10k_bundle.tar.gz	background	qcd_bbbb_iht400to600	auxiliary_qcd_classification_only	auxiliary_qcd	remote_bundle_extraction_required	False	not_applicable_auxiliary_qcd	False	10000	8061	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0014_819341f0fe35ffcb.parquet	1076320	00efe4501cc22bfed3e6ef517ed27ba52f3360f37b253ab604ca1e288acf6d81	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0014_819341f0fe35ffcb.json	3482	ec193a2d4a7d4fc696629a293af120689919ea217a1fea9772f3a157f9388273	pass
15	48a560034fc93461d1a27171::background::374::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard005_10k_bundle.tar.gz	background	qcd_bbbb_iht400to600	auxiliary_qcd_classification_only	auxiliary_qcd	remote_bundle_extraction_required	False	not_applicable_auxiliary_qcd	False	10000	8085	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0015_5678024fc2300e68.parquet	1083715	c30274e542a4c8b700018317873c456edbb9749f30cb9ff4206bc503013d13f5	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0015_5678024fc2300e68.json	3482	12f61492b2b587507c880212a331ab140fde9eb030dcbef36f2a7e740168d872	pass
16	80c6a6c15054fb3b01ee2a95::background::376::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard007_10k_bundle.tar.gz	background	qcd_bbbb_iht400to600	auxiliary_qcd_classification_only	auxiliary_qcd	remote_bundle_extraction_required	False	not_applicable_auxiliary_qcd	False	10000	8013	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0016_2d65929a2d06c0b0.parquet	1080636	f7044caccdc107499cbbf28b4db26b23e2f0da3a69a2ca2684713b1cf4991340	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0016_2d65929a2d06c0b0.json	3481	0592605256d2e16baee185e07fd25db7443771d58ea0b15f48961c7ed5eea662	pass
17	852a26fa10837984b6514fd7::background::369::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard011_10k_bundle.tar.gz	background	qcd_bbbb_iht400to600	auxiliary_qcd_classification_only	auxiliary_qcd	remote_bundle_extraction_required	False	not_applicable_auxiliary_qcd	False	10000	7906	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0017_2019eee270e0e03f.parquet	1074851	661a715815381edab94fe97faca08d1a38dc7913cb22ea52cf1292ec874faf3b	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0017_2019eee270e0e03f.json	3482	2d4a13fc369af4a9f6f1ce2e29a7a4476197f4e65c2527d1fbebe95c71f9f569	pass
18	8b599686a633844f7ef32be4::background::377::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard008_10k_bundle.tar.gz	background	qcd_bbbb_iht400to600	auxiliary_qcd_classification_only	auxiliary_qcd	remote_bundle_extraction_required	False	not_applicable_auxiliary_qcd	False	10000	7921	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0018_9865d57f5b2d5a82.parquet	1076677	a6952ec2c1350321a84642c9cd0a6bbc18c0f8be330740aea3a12b4bff78b0c3	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0018_9865d57f5b2d5a82.json	3482	be0cd96a521e84d830840f1e7f4db10fc0456df5ab5e1f6b5ee95c2c34bcab5b	pass
19	971534c289c8c141e6703131::background::366::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_pilots_20260720_retry1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_pilot_shard000_10k_bundle.tar.gz	background	qcd_bbbb_iht400to600	auxiliary_qcd_classification_only	auxiliary_qcd	remote_bundle_extraction_required	False	not_applicable_auxiliary_qcd	False	10000	7987	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0019_d422f071120ee9d3.parquet	1078783	e42ef6fc3ff0a679bf12e96e7e028f0fc72bdd435242ff61f2c7d93b3f0b907d	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0019_d422f071120ee9d3.json	3484	74721dc1959856f99d3ba0b01ceb580e2c703e8e2871515b9a01c15acff602df	pass
20	9cacc87dca5502e5a629cb02::background::368::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard010_10k_bundle.tar.gz	background	qcd_bbbb_iht400to600	auxiliary_qcd_classification_only	auxiliary_qcd	remote_bundle_extraction_required	False	not_applicable_auxiliary_qcd	False	10000	8033	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0020_14a37b404b97c19d.parquet	1078332	6cf4edc050af9fee4f59d29f11fa7381245d29d39a55c1b632a96b8231a69599	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0020_14a37b404b97c19d.json	3482	642d1467ffe5e55d59836eda85a551982c104496dbc779008160d7f061ac0113	pass
21	bd8b7f9e133dbca1fd322312::background::371::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard013_10k_bundle.tar.gz	background	qcd_bbbb_iht400to600	auxiliary_qcd_classification_only	auxiliary_qcd	remote_bundle_extraction_required	False	not_applicable_auxiliary_qcd	False	10000	8033	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0021_4a00d38b179fc1e4.parquet	1079929	96fcc7d2329504f14e7f872415d09f9fe42f28b181204636ed3491c0343bd002	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0021_4a00d38b179fc1e4.json	3482	6bcd1e9c0b15c67f01643a405968a7eecf73d6b0c08b6c12c974f9c1d225331a	pass
22	fabd00856f2405973059615f::background::370::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard012_10k_bundle.tar.gz	background	qcd_bbbb_iht400to600	auxiliary_qcd_classification_only	auxiliary_qcd	remote_bundle_extraction_required	False	not_applicable_auxiliary_qcd	False	10000	8012	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0022_22117558486a883d.parquet	1080767	e2d42e618d21d57d937b801ab04e24551d98514e7d5a0da64a053addc40bdf0c	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0022_22117558486a883d.json	3482	85384a659f04b662aefd1575cd2738338925e7791aeb743e69b0837e6aebed16	pass
23	2b75740d79c95d2ed01426b1::background::1::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9802_10k_bundle.tar.gz	background	bbh_hbb_4fs	primary_physical_background	ordinary	remote_bundle_extraction_required	True	signed_exact_event_sidecar	True	10000	3114	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0023_abe9b7d6c0c8bb4b.parquet	854246	97b1ad306d3c77e7eb04b050524ee5fc845c0a01d32ffe40997f04036fab4c81	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0023_abe9b7d6c0c8bb4b.json	3378	6ed0ff77077389d0b643f806e201d3fb9009ac5172564131f01e5e80ffa0b8e4	pass
24	44496f1095922dfadc459546::background::2::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9803_10k_bundle.tar.gz	background	bbh_hbb_4fs	primary_physical_background	ordinary	remote_bundle_extraction_required	True	uniform_member_constant	True	10000	3180	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0024_7d99c065d673750c.parquet	858285	c3a1e58f0144754c5fa0990a0cff65c186f23721c45b7bbce6db38e21c809a7f	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0024_7d99c065d673750c.json	3359	8f24fdc1c047d8ad57c3f481baa67f7f9368099d9a11b40e915ebd0a3cdc9f9e	pass
25	6b17060f283655da93e0921e::background::0::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/bbh_hbb_4fs_scaleout40k_20260722_v1/bbh_hbb_4fs_run2_frozen_v2_train_shard9801_10k_bundle.tar.gz	background	bbh_hbb_4fs	primary_physical_background	ordinary	remote_bundle_extraction_required	True	uniform_member_constant	True	10000	3154	0	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/parquet/source_0025_c5160a06c07e208e.parquet	857047	0c2422e81b87502df35c681c075924cee7763e8fe25bc46eeb8a5efff01d1873	/eos/uscms/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/broad_ml/train/hh4b_broad_train_portable_htcondor_pilot_v2_20260805T165522Z/receipts/source_0025_c5160a06c07e208e.json	3361	522e7ab79b931ec28092b1b0de594f65d3d4539d36ad534d8c7aaee868b9a6d1	pass
