sample_class	process_or_mode	campaign	source_tag	remote_bundle_path	field	value	source_kind	source_paths	source_member_sha256s	source_bundle_sha256	identity_pass	status
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1034_seed1201034	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1034_seed1201034_bundle.tar.gz	sum_squared_event_weights	10000.047963506757	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1034_seed1201034_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1034_seed1201034_provenance.json	2aaa9d807bf816e001da5d05aa9353f3f69665d084db2f997a5d8889f6039054,b7321460bbc64888410dd92154c0bced8e863c9a0efe8b758325adfd20ac42bb	fd9596302f6f49037089417b2d40557c2990d35ae276be172b70beb77d6ccdf4	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_bundle.tar.gz	event_weight_convention	pythia_info_weight_normalized_to_sigma_gen	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_provenance.json	4a66dfcf273c7154409e36fc8393c779ca7e250eb4044b2389a297cf235a8406,aa9e732dacc25d5d5dc28edc9d6ac16e7e45a42304d51eec69f8fef4965dd708	4eb3067de6ac632729732aa148c01c1de0c4253d490b34bd5ed04c78565c66ab	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_bundle.tar.gz	max_event_weight	1	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_provenance.json	4a66dfcf273c7154409e36fc8393c779ca7e250eb4044b2389a297cf235a8406,aa9e732dacc25d5d5dc28edc9d6ac16e7e45a42304d51eec69f8fef4965dd708	4eb3067de6ac632729732aa148c01c1de0c4253d490b34bd5ed04c78565c66ab	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_bundle.tar.gz	min_event_weight	1	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_provenance.json	4a66dfcf273c7154409e36fc8393c779ca7e250eb4044b2389a297cf235a8406,aa9e732dacc25d5d5dc28edc9d6ac16e7e45a42304d51eec69f8fef4965dd708	4eb3067de6ac632729732aa148c01c1de0c4253d490b34bd5ed04c78565c66ab	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_bundle.tar.gz	n_events	10000	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_provenance.json	4a66dfcf273c7154409e36fc8393c779ca7e250eb4044b2389a297cf235a8406,aa9e732dacc25d5d5dc28edc9d6ac16e7e45a42304d51eec69f8fef4965dd708	4eb3067de6ac632729732aa148c01c1de0c4253d490b34bd5ed04c78565c66ab	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_bundle.tar.gz	pthat_max_GeV	75	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_provenance.json	4a66dfcf273c7154409e36fc8393c779ca7e250eb4044b2389a297cf235a8406,aa9e732dacc25d5d5dc28edc9d6ac16e7e45a42304d51eec69f8fef4965dd708	4eb3067de6ac632729732aa148c01c1de0c4253d490b34bd5ed04c78565c66ab	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_bundle.tar.gz	pthat_min_GeV	50	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_provenance.json	4a66dfcf273c7154409e36fc8393c779ca7e250eb4044b2389a297cf235a8406,aa9e732dacc25d5d5dc28edc9d6ac16e7e45a42304d51eec69f8fef4965dd708	4eb3067de6ac632729732aa148c01c1de0c4253d490b34bd5ed04c78565c66ab	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_bundle.tar.gz	seed	1201035	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_provenance.json	4a66dfcf273c7154409e36fc8393c779ca7e250eb4044b2389a297cf235a8406,aa9e732dacc25d5d5dc28edc9d6ac16e7e45a42304d51eec69f8fef4965dd708	4eb3067de6ac632729732aa148c01c1de0c4253d490b34bd5ed04c78565c66ab	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_bundle.tar.gz	shard_id	1035	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_provenance.json	4a66dfcf273c7154409e36fc8393c779ca7e250eb4044b2389a297cf235a8406	4eb3067de6ac632729732aa148c01c1de0c4253d490b34bd5ed04c78565c66ab	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_bundle.tar.gz	sigma_gen_pb	17986806.642033994	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_provenance.json	4a66dfcf273c7154409e36fc8393c779ca7e250eb4044b2389a297cf235a8406,aa9e732dacc25d5d5dc28edc9d6ac16e7e45a42304d51eec69f8fef4965dd708	4eb3067de6ac632729732aa148c01c1de0c4253d490b34bd5ed04c78565c66ab	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_bundle.tar.gz	sum_event_weights	10000	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_provenance.json	4a66dfcf273c7154409e36fc8393c779ca7e250eb4044b2389a297cf235a8406,aa9e732dacc25d5d5dc28edc9d6ac16e7e45a42304d51eec69f8fef4965dd708	4eb3067de6ac632729732aa148c01c1de0c4253d490b34bd5ed04c78565c66ab	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_bundle.tar.gz	sum_squared_event_weights	10000	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1035_seed1201035_provenance.json	4a66dfcf273c7154409e36fc8393c779ca7e250eb4044b2389a297cf235a8406,aa9e732dacc25d5d5dc28edc9d6ac16e7e45a42304d51eec69f8fef4965dd708	4eb3067de6ac632729732aa148c01c1de0c4253d490b34bd5ed04c78565c66ab	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036_bundle.tar.gz	event_weight_convention	pythia_info_weight_normalized_to_sigma_gen	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036_provenance.json	926828f373d5c16f06d23758048959575d26e089f2639348aa8e68c05fd5bc93,b7f6e81d5e1281e7de53deb49a54cdd8d892957c8e1d0ad98f928324067130ac	836a2a3e47594732565bb038bc9cf2202239575f2c4518a1b692b539f6a385e0	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036_bundle.tar.gz	max_event_weight	1	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036_provenance.json	926828f373d5c16f06d23758048959575d26e089f2639348aa8e68c05fd5bc93,b7f6e81d5e1281e7de53deb49a54cdd8d892957c8e1d0ad98f928324067130ac	836a2a3e47594732565bb038bc9cf2202239575f2c4518a1b692b539f6a385e0	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036_bundle.tar.gz	min_event_weight	1	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036_provenance.json	926828f373d5c16f06d23758048959575d26e089f2639348aa8e68c05fd5bc93,b7f6e81d5e1281e7de53deb49a54cdd8d892957c8e1d0ad98f928324067130ac	836a2a3e47594732565bb038bc9cf2202239575f2c4518a1b692b539f6a385e0	True	qcd_exact_metadata_candidate_recovered
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036_bundle.tar.gz	n_events	10000	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1036_seed1201036_provenance.json	926828f373d5c16f06d23758048959575d26e089f2639348aa8e68c05fd5bc93,b7f6e81d5e1281e7de53deb49a54cdd8d892957c8e1d0ad98f928324067130ac	836a2a3e47594732565bb038bc9cf2202239575f2c4518a1b692b539f6a385e0	True	qcd_exact_metadata_candidate_recovered
