target_epsilon_sm,model_label,actual_epsilon_sm,threshold_float32,n_sm_pass,tie_block_size,n_qcd_pass,r_qcd_central,s_450,b_qcd_450_central,s_over_b_450_central,s_over_sqrt_b_450_central,z_a_450_central,z_a_450_using_b_qcd_95up_mcstat,s_4000,b_qcd_4000_central,z_a_4000_central,b_qcd_4000_95up,z_a_4000_using_b_qcd_95up_mcstat,support_label,provenance_label
0.30,SPA-Net 2M primary checkpoint,0.30000118071189058,0.98987728357315063,152451,1,118633,738.60819502162133,360.46621423806749,867359.97488863347,0.00041559009485577235,0.38704804374586316,0.38702123949819839,0.38609799850076454,3204.1441265605999,7709866.4434545198,1.1538744003388435,7746787.4444042873,1.151121827498744,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.30,SPA-Net 10M primary checkpoint,0.30000118071189058,0.98860222101211548,152451,1,131212,667.79948480321923,360.46621423806749,959328.66087081481,0.00037574840504698382,0.36802799495864202,0.36800495091100843,0.36717016882190051,3204.1441265605999,8527365.874407243,1.0971787817244203,8566189.7089122888,1.0946899423943657,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.20,Step2j BDT-K,0.20000078714126038,0.80991148948669434,101634,1,2699333,32.461095389120203,240.31080949204497,19735599.732756145,1.2176514154428725e-05,0.054093881107220534,0.054093771328702939,0.054066698075171275,2136.096084373733,175427553.18005463,0.16127646646707852,175603284.38489074,0.16119574962224753,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.20,Step2j BDT-KF,0.20000275499441131,0.99251234531402588,101635,2,59205,1479.9984122962587,240.31317396465741,432864.77888346027,0.00055516915602264023,0.36525944473905225,0.36522565575826338,0.36399284274517701,2136.1171019080662,3847686.9234085358,1.0888925245366454,3873799.4727088208,1.0852169862685765,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.20,SPA-Net 2M primary checkpoint,0.20000078714126038,0.99543273448944092,101634,1,41186,2127.5022094886613,240.31080949204497,301122.68867653399,0.00079804949453738056,0.43792684325923115,0.43786861473652045,0.43609708348371251,2136.096084373733,2676646.1215691911,1.3054719836861119,2698442.4469344318,1.3001902979450373,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.20,SPA-Net 10M primary checkpoint,0.20000275499441131,0.99483746290206909,101635,2,45788,1913.6740193937276,240.31317396465741,334769.23394165828,0.00071784724998515798,0.41534100576000699,0.41529132871732205,0.41369765435605765,2136.1171019080662,2975726.5239258516,1.2381595219708568,2998702.7727485136,1.2334081030297683,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.15,Step2j BDT-K,0.15000157428252073,0.83719074726104736,76226,1,1800885,48.655692062513708,180.23428935533994,13166788.063838195,1.3688553995210324e-05,0.04967038153295112,0.049670268214132611,0.049639834280801653,1602.0825720474661,117038116.12300618,0.14808812825061252,117181671.73533158,0.14799739179108373,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.15,Step2j BDT-KF,0.15000157428252073,0.99484813213348389,76226,1,32336,2709.7756679861454,180.23428935533994,236417.79393591033,0.00076235500871055001,0.37067844991505777,0.37063136677388292,0.36893934451020099,1602.0825720474661,2101491.5016525364,1.1050092409334351,2120816.2475328259,1.0999646051986518,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.15,SPA-Net 2M primary checkpoint,0.15000157428252073,0.99717521667480469,76226,5,20275,4321.741356350185,180.23428935533994,148236.35490012934,0.0012158575369501526,0.46812308117582146,0.46802826737182901,0.46533143759255835,1602.0825720474661,1317656.4880011498,1.3953906949795372,1332979.9150766635,1.3873503020326818,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.15,SPA-Net 10M primary checkpoint,0.15000157428252073,0.99678504467010498,76226,1,21999,3983.0585935724353,180.23428935533994,160841.01462135365,0.0011205741879932881,0.44940615532378658,0.44932226233164063,0.4468364597289684,1602.0825720474661,1429697.9077453658,1.3396201631699611,1445655.2581142418,1.3322089317055521,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.10,Step2j BDT-K,0.10000039357063019,0.86601793766021729,50817,1,1044091,83.92305459964696,120.15540474602248,7633649.5202974565,1.5740230727980875e-05,0.043488777792855045,0.043488663706296976,0.043453670582504052,1068.0480421868665,67854662.402644068,0.1296581443974055,67963993.333011314,0.12955381505973429,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.10,Step2j BDT-KF,0.10000039357063019,0.99668967723846436,50817,2,13872,6316.5589677047292,120.15540474602248,101422.18077309959,0.0011847053951130535,0.37729134134592252,0.37721688158075312,0.37459020493312351,1068.0480421868665,901530.4957608853,1.1246434526332683,914223.13741218753,1.1168122159147895,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.10,SPA-Net 2M primary checkpoint,0.10001023283638481,0.99851471185684204,50822,6,7018,12485.509546879453,120.16722710908465,51310.615964937497,0.0023419564323920706,0.53049638122313292,0.53028951645163869,0.52510511695467266,1068.1531298585303,456094.36413277779,1.5810178753885722,465151.98598867125,1.5655609824582319,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.10,SPA-Net 10M primary checkpoint,0.10000236142378111,0.99828511476516724,50818,2,6623,13230.153404801449,120.15776921863493,48422.657386118699,0.0024814369079438521,0.54604388405632787,0.5458182883200664,0.54032605123149635,1068.0690597211994,430423.62120994402,1.6273157280618038,439225.59123711544,1.6109410407569267,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.075,Step2j BDT-K,0.075000787141260364,0.88175582885742188,38113,1,719244,121.82695441324502,90.11714467766997,5258599.6963644205,1.7137099205321382e-05,0.039298173601854954,0.0392980613600038,0.039259964938472697,801.04128602373305,46743108.412128188,0.11716418211161791,46833868.519526117,0.11705060052934273,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.075,Step2j BDT-KF,0.075000787141260364,0.99748384952545166,38113,4,7490,11698.705740987984,90.11714467766997,54761.54368443742,0.0016456282751444824,0.38509650914655125,0.38499096055201387,0.38134637231268215,801.04128602373305,486769.27719499933,1.1478212780230346,496123.12734024948,1.1369552152853792,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.075,SPA-Net 2M primary checkpoint,0.075000787141260364,0.99910539388656616,38113,2,2799,31305.218292247231,90.11714467766997,20464.293828136229,0.0044036283604259275,0.62995429521767199,0.62949279405892955,0.61977389140123662,801.04128602373305,181904.8340278776,1.8767849051493897,187663.02656283905,1.8478087358035542,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.075,SPA-Net 10M primary checkpoint,0.075008658553864072,0.99895894527435303,38117,7,2028,43206.758382642998,90.126602568119694,14827.29113378359,0.0060784267169859919,0.74015400354334171,0.73940606761006356,0.72601471447074506,801.12535616106402,131798.14341140969,2.2044829735359053,136714.94367732867,2.1645576722956053,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.05,Step2j BDT-K,0.050001180711890553,0.89967978000640869,25409,1,429544,203.9914560557242,60.078884609317463,3140519.6956459265,1.9130236531428834e-05,0.033901670653828583,0.033901562563914828,0.033859039505891343,534.03452986059972,27915730.627963793,0.10107493124750101,27985892.996697865,0.10094815198340626,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.05,Step2j BDT-KF,0.050003148565041483,0.99829798936843872,25410,3,2825,31017.099469026547,60.081249081929897,20654.387304210377,0.0029088855649415653,0.41805439619514173,0.41785196272123759,0.41142711582021235,534.05554739493243,183594.55381520337,1.2457938575686183,189378.94909385359,1.2266386650142731,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.05,SPA-Net 2M primary checkpoint,0.050005116418192407,0.99965643882751465,25411,4,345,253980.59710144927,60.083613554542325,2522.3942017531258,0.023820072815257321,1.196326063359392,1.191623160582699,1.1400764168779705,534.07656492926515,22421.281793361119,3.5527338541681157,24510.940392079629,3.3990511569113706,FINITE_SUPPORT_CAUTION,SUPPORTED_FROZEN_EXACT_COUNT
0.05,SPA-Net 10M primary checkpoint,0.050005116418192407,0.99982303380966187,25411,3,34,2577156.0588235296,60.083613554542325,248.58377640465585,0.24170368003716991,3.8108306845180175,3.6709814933937595,3.2096873945180873,534.07656492926515,2209.6335680413854,10.944752217829517,2941.7769805416815,9.5694389342221839,LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.04,Step2j BDT-K,0.040000550998882257,0.90776956081390381,20327,1,324770,269.80110847676815,48.062634792931483,2374486.8547923556,2.0241272212532197e-05,0.031190525389855926,0.031190420168082256,0.031145430399364901,427.22342038161321,21106549.820376493,0.092991866323483122,21167571.359343667,0.092857732748012303,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.04,Step2j BDT-KF,0.040004486705184111,0.99866056442260742,20329,3,1469,59648.268209666443,48.067363738156345,10740.281398189396,0.0044754287114171492,0.46381252651893357,0.46346721007591002,0.45361092524496244,427.26545545027864,95469.167983905747,1.3817922494292092,99669.292539445465,1.352406485579138,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.04,SPA-Net 2M primary checkpoint,0.040000550998882257,0.99985778331756592,20327,3,50,1752466.1200000001,48.062634792931483,365.56437706567039,0.13147515952928165,2.5137705895324394,2.4615024034335486,2.1972625248474187,427.22342038161321,3249.461129472626,7.3387822678087131,4112.9777454436871,6.5509711599621943,LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.04,SPA-Net 10M primary checkpoint,0.040024165236693374,0.99995148181915283,20339,13,17,5154312.1176470593,48.091008464280677,124.29188820232793,0.38691992824178495,4.3136260320146613,4.0725721308581857,3.3849667527661715,427.47563079360606,1104.8167840206927,12.142064170493434,1657.1751397143485,10.092021014349179,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.03,Step2j BDT-K,0.030001889139024889,0.91679054498672485,15246,1,228239,383.91031331192301,36.048749449157931,1668720.9571418308,2.1602622832101229e-05,0.027906048411035837,0.027905947938001687,0.027857936932324388,320.43332843695941,14833075.174594052,0.083199462087998388,14884246.922171917,0.08305632092469635,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.03,Step2j BDT-KF,0.030003856992175816,0.99910223484039307,15247,3,402,217968.42288557213,36.051113921770373,2939.1375916079896,0.012265881673830371,0.66498022344594143,0.66362769627753759,0.63690688720991506,320.45434597129224,26125.66748095991,1.9785555208375283,28372.921475392668,1.8988894601855419,FINITE_SUPPORT_CAUTION,SUPPORTED_FROZEN_EXACT_COUNT
0.03,SPA-Net 2M primary checkpoint,0.030005824845326743,0.99995505809783936,15248,8,9,9735922.8888888881,36.053478394382807,65.801587871820672,0.54791198146485154,4.4445621590620705,4.110402483096629,3.2081816849332037,320.47536350562495,584.90300330507262,12.254852489450659,1020.6698058723866,9.5649497755739397,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.03,SPA-Net 10M primary checkpoint,0.03001172840477952,0.99998116493225098,15251,35,11,7965755.0909090908,36.060571812220097,80.424162954447482,0.44837982128138437,4.021048712023739,3.7658151348090625,2.9982146639981311,320.5384161086231,714.88144848397769,11.227491509507471,1183.2921964526065,8.9389490664486804,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.02,Step2j BDT-K,0.020001259426016594,0.92744898796081543,10164,1,138161,634.21157924450461,24.032499632771959,1010134.7979954017,2.3791378814455376e-05,0.023911635297936804,0.02391154048390013,0.0238586739990315,213.62221895797299,8978975.9821813479,0.07129043995783127,9018811.9408404306,0.071132822552500044,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.02,Step2j BDT-KF,0.020001259426016594,0.99976629018783569,10164,1,3,29207768.666666668,24.032499632771959,21.933862623940222,1.095680229461323,5.1314651623259362,4.4669921404379025,2.9988205971024016,213.62221895797299,194.96766776835753,13.317997441301918,503.90410997598144,8.9407556099299725,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.02,SPA-Net 2M primary checkpoint,0.020020937957525856,0.99998366832733154,10174,43,5,17524661.199999999,24.05614435889629,36.556437706567039,0.65805493828450412,3.9787265037266155,3.6310649410779683,2.616716863578247,213.83239430130035,324.94611294726258,10.82574405195547,683.23396577488825,7.8015423797746681,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.02,SPA-Net 10M primary checkpoint,0.020056359314242534,0.9999922513961792,10192,86,7,12517615.142857144,24.098704865920091,51.179012789193855,0.47087084241313049,3.3685868641436576,3.1456482377518373,2.364651394745604,214.21070991928971,454.9245581261676,9.3785110572207078,854.48569453771358,7.0500283489878122,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.015,Step2j BDT-K,0.015000944569512445,0.93372178077697754,7623,1,97450,899.16168291431507,18.024374724578966,712484.97090099158,2.5297901655084416e-05,0.021353661493448563,0.021353571460691622,0.02129736552525022,160.21666421847971,6333199.7413421478,0.063664049797809513,6366672.0628485149,0.063496476074578007,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.015,Step2j BDT-KF,0.015002912422663372,0.99994790554046631,7624,8,0,UNDEFINED,18.026739197191404,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,3.4499437761191611,160.23768175281248,UNDEFINED,UNDEFINED,194.69031154440691,10.285745069273014,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
0.015,SPA-Net 2M primary checkpoint,0.015036365926229121,0.99998998641967773,7641,54,4,21905826.5,18.066935231602766,29.24515016525363,0.61777543043934235,3.3408544849219517,3.0635400298248618,2.1188627361422094,160.59497983646904,259.95689035781004,9.133711677973503,594.880085498938,6.317228150673575,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.015,SPA-Net 10M primary checkpoint,0.015174115646793974,0.99999511241912842,7711,117,4,21905826.5,18.232448314473096,29.24515016525363,0.62343493575680786,3.3714604022030064,3.0895139848941544,2.137524815243169,162.06620723976087,259.95689035781004,9.2111510502127878,594.880085498938,6.3728677206352042,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.01,Step2j BDT-K,0.010000629713008297,0.94137692451477051,5082,1,59025,1484.5117492587885,12.016249816385979,431548.74712602387,2.7844478512358907e-05,0.018291697838404616,0.018291612952217071,0.018229765147188968,106.81110947898649,3835988.8633424346,0.054535053305668359,3862061.8432312193,0.05435065877709129,ADEQUATE_RAW_SUPPORT,SUPPORTED_FROZEN_EXACT_COUNT
0.01,Step2j BDT-KF,0.010010468978762928,0.99998974800109863,5087,11,0,UNDEFINED,12.028072179448145,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,2.3764901281199267,106.91619715065018,UNDEFINED,UNDEFINED,194.69031154440691,7.0853246324444541,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
0.01,SPA-Net 2M primary checkpoint,0.010000629713008297,0.99999463558197021,5082,82,2,43811653,12.016249816385979,14.622575082626815,0.82176017209599228,3.1423678201416485,2.8148895431115788,1.7013985525757362,106.81110947898649,129.97844517890502,8.3923791567344246,409.15873306909407,5.0725904271721323,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.01,SPA-Net 10M primary checkpoint,0.010335164748665795,0.99999713897705078,5252,186,2,43811653,12.418210160499639,14.622575082626815,0.84924919792368181,3.247484413889008,2.9003158997416358,1.756132004205301,110.38409031555234,129.97844517890502,8.6470713440610183,409.15873306909407,5.235774051821334,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.005,Step2j BDT-K,0.0050003148565041485,0.95103025436401367,2541,1,26815,3267.6974081670705,6.0081249081929897,196052.17542031902,3.0645540633824061e-05,0.013569164897189463,0.013569095592313035,0.013501064575519943,53.405554739493247,1742686.0037361691,0.040455226850412841,1760293.0026791324,0.040252397545988861,ADEQUATE_RAW_SUPPORT,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
0.005,Step2j BDT-KF,0.0050593504510319425,0.99999880790710449,2571,108,0,UNDEFINED,6.079059086565989,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,1.2448903467316395,54.036080769475461,UNDEFINED,UNDEFINED,194.69031154440691,3.711545919766972,ZERO_OBSERVED_MC,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
0.005,SPA-Net 2M primary checkpoint,0.0051065789266541775,0.99999785423278809,2595,103,0,UNDEFINED,6.1358064292643872,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,1.2560520477747179,54.540501593461222,UNDEFINED,UNDEFINED,194.69031154440691,3.7448236828027763,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
0.005,SPA-Net 10M primary checkpoint,0.0053053320948977505,0.99999868869781494,2696,214,1,87623306,6.3746181631201502,7.3112875413134075,0.87188721919354395,2.3575300854206476,2.1003433723390152,1.0515596114969215,56.663272561068005,64.98922258945251,6.262014075521587,308.3000671198912,3.1351450316005129,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.003,Step2j BDT-K,0.0030009760551628593,0.95675480365753174,1525,1,15062,5817.5080334616914,3.6058207339607664,110122.61294726255,3.2743690305347052e-05,0.010865904353039857,0.010865845055601356,0.010793198578248774,32.051739857429034,978867.6706423338,0.032395690903145931,992089.21620688285,0.032179100954108718,ADEQUATE_RAW_SUPPORT,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
0.003,Step2j BDT-KF,0.0034102895105555643,0.99999964237213135,1733,214,0,UNDEFINED,4.0976310373468916,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,0.85018767632827508,36.423386998639039,UNDEFINED,UNDEFINED,194.69031154440691,2.5347699172034837,ZERO_OBSERVED_MC,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
0.003,SPA-Net 2M primary checkpoint,0.0030560759433888003,0.99999904632568359,1553,129,0,UNDEFINED,3.6720259671088988,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,0.7640955519216609,32.640230818745771,UNDEFINED,UNDEFINED,194.69031154440691,2.2780927938694053,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
0.003,SPA-Net 10M primary checkpoint,0.0034555501330268729,0.99999916553497314,1756,249,1,87623306,4.152013907432857,7.3112875413134075,0.56789093356968212,1.5355425927294721,1.4166102246242287,0.6916029394695844,36.906790288292065,64.98922258945251,4.2235156798413636,308.3000671198912,2.0619615814568819,EXTREMELY_LIMITED,SUPPORTED_FROZEN_EXACT_COUNT
0.002,Step2j BDT-K,0.0020013066544922152,0.96052306890487671,1017,1,9653,9077.313374080597,2.4046686468446561,70575.858636298319,3.4072113231193419e-05,0.0090516375545418165,0.0090515861538816959,0.0089760362858225685,21.374832416396945,627340.96565598506,0.026986615925598065,637945.98697066994,0.026761369737961654,ADEQUATE_RAW_SUPPORT,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
0.002,Step2j BDT-KF,0.0025424662709969932,0.99999988079071045,1292,384,0,UNDEFINED,3.0548986152638102,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,0.63839764325051485,27.154654357900537,UNDEFINED,UNDEFINED,194.69031154440691,1.9033340359784152,ZERO_OBSERVED_MC,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
0.002,SPA-Net 2M primary checkpoint,0.0021370885219061412,0.9999995231628418,1086,123,0,UNDEFINED,2.5678172571025528,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,0.53844681617000867,22.825042285356027,UNDEFINED,UNDEFINED,194.69031154440691,1.6053382442992974,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
0.002,SPA-Net 10M primary checkpoint,0.0021252814030005827,0.9999995231628418,1080,212,0,UNDEFINED,2.553630421427953,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,0.53552564385920931,22.698937079359585,UNDEFINED,UNDEFINED,194.69031154440691,1.5966289911513802,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
0.001,Step2j BDT-K,0.0010016372538215708,0.96563249826431274,509,1,4627,18937.390533823211,1.2035165597285444,33829.327453657133,3.5576130249034492e-05,0.0065434289088957473,0.0065433901111403188,0.0064646080185373454,10.69792497536484,300705.13292139675,0.019508620122493815,308079.07253222063,0.019273737303160593,ADEQUATE_RAW_SUPPORT,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
0.001,Step2j BDT-KF,0.0017868106610412304,1,908,908,0,UNDEFINED,2.1469411320894269,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,0.45154132819037496,19.083921174128239,UNDEFINED,UNDEFINED,194.69031154440691,1.3462361393122935,ZERO_OBSERVED_MC,SUPPLEMENTAL_EXACT_COMMON_GRID_COMPLETION
0.001,SPA-Net 2M primary checkpoint,0.0013401079957809229,0.99999988079071045,681,255,0,UNDEFINED,1.6102058490670705,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,0.339967484857575,14.312940880596184,UNDEFINED,UNDEFINED,194.69031154440691,1.0135872083748931,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
0.001,SPA-Net 10M primary checkpoint,0.0012909116670077611,0.9999997615814209,656,228,0,UNDEFINED,1.551094033756238,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,0.32762765323698584,13.787502522277672,UNDEFINED,UNDEFINED,194.69031154440691,0.9767969385955052,ZERO_OBSERVED_MC,SUPPORTED_FROZEN_EXACT_COUNT
