path	artifact_type	apparent_population	apparent_split_policy	feature_definition	physical_weight_status	canonical_v1_compatibility	disposition
outputs/baselines/bdt_v3_qcdplus_2026_07_13/README.md	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	feature_references_present_definition_not_frozen	weighting_referenced_physical_status_unresolved	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/logs/bdt_v3_qcdplus_train_20260713_121831.log	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/logs/bdt_v3_qcdplus_train_fixedweights_20260713_122441.log	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/manifests/input_parquet_sizes.txt	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/manifests/input_parquets.txt	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/metadata/combined_qcd_bdtv2_samples_summary.csv	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	weighting_referenced_physical_status_unresolved	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/metadata/git_commit.txt	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/metadata/git_status_short.txt	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/metadata/qcd_bbbb_iht200to400_combined220k_bdtv2_summary.txt	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	weighting_referenced_physical_status_unresolved	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/metadata/qcd_bbbb_iht400to600_combined120k_bdtv2_summary.txt	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	weighting_referenced_physical_status_unresolved	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/scripts/make_combined_qcd_bdtv2_samples.py	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	physical_or_luminosity_weighting_referenced	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/scripts/train_sm_normalized_hh4b_two_bdt_event_features_safe.py	bdt_related_file	legacy_qcdplus_population	row_level_train_test_split_referenced	embedded_feature_definition_recoverable_in_artifact	physical_or_luminosity_weighting_referenced	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/scripts/train_sm_normalized_hh4b_two_bdt_event_features_safe_v3_qcdplus.py	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	feature_references_present_definition_not_frozen	weighting_referenced_physical_status_unresolved	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/tables/sm_normalized_hh4b_two_bdt_event_features_safe_v3_qcdplus_2026_07_13/README.md	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	feature_references_present_definition_not_frozen	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/tables/sm_normalized_hh4b_two_bdt_event_features_safe_v3_qcdplus_2026_07_13/bdt_qcd_event_feature_importances_safe.csv	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	feature_references_present_definition_not_frozen	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/tables/sm_normalized_hh4b_two_bdt_event_features_safe_v3_qcdplus_2026_07_13/bdt_qcd_event_feature_importances_safe.md	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	feature_references_present_definition_not_frozen	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/tables/sm_normalized_hh4b_two_bdt_event_features_safe_v3_qcdplus_2026_07_13/bdt_top_event_feature_importances_safe.csv	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	feature_references_present_definition_not_frozen	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/tables/sm_normalized_hh4b_two_bdt_event_features_safe_v3_qcdplus_2026_07_13/bdt_top_event_feature_importances_safe.md	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	feature_references_present_definition_not_frozen	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/tables/sm_normalized_hh4b_two_bdt_event_features_safe_v3_qcdplus_2026_07_13/safe_merge_row_counts.csv	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/tables/sm_normalized_hh4b_two_bdt_event_features_safe_v3_qcdplus_2026_07_13/safe_merge_row_counts.md	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/tables/sm_normalized_hh4b_two_bdt_event_features_safe_v3_qcdplus_2026_07_13/two_bdt_event_features_auc_summary_safe.csv	bdt_related_file	legacy_qcdplus_population	test_split_referenced_policy_not_currently_proven	feature_references_present_definition_not_frozen	weighting_referenced_physical_status_unresolved	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/tables/sm_normalized_hh4b_two_bdt_event_features_safe_v3_qcdplus_2026_07_13/two_bdt_event_features_auc_summary_safe.md	bdt_related_file	legacy_qcdplus_population	test_split_referenced_policy_not_currently_proven	feature_references_present_definition_not_frozen	weighting_referenced_physical_status_unresolved	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/tables/sm_normalized_hh4b_two_bdt_event_features_safe_v3_qcdplus_2026_07_13/two_bdt_event_features_best_rectangles_stable_safe.csv	bdt_related_file	legacy_qcdplus_population	test_split_referenced_policy_not_currently_proven	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/tables/sm_normalized_hh4b_two_bdt_event_features_safe_v3_qcdplus_2026_07_13/two_bdt_event_features_best_rectangles_stable_safe.md	bdt_related_file	legacy_qcdplus_population	test_split_referenced_policy_not_currently_proven	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/baselines/bdt_v3_qcdplus_2026_07_13/tables/sm_normalized_hh4b_two_bdt_event_features_safe_v3_qcdplus_2026_07_13/two_bdt_event_features_rectangle_scan_safe.csv	bdt_related_file	legacy_qcdplus_population	test_split_referenced_policy_not_currently_proven	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/ak4ak8_candidate_bdt_v1_2026_07_14	result_directory	legacy_ak4ak8_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/ak4ak8_candidate_bdt_v1_2026_07_14/ak4ak8_candidate_bdt_roc_seed0.pdf	bdt_related_file	legacy_ak4ak8_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/ak4ak8_candidate_bdt_v1_2026_07_14/ak4ak8_candidate_bdt_roc_seed0.png	bdt_related_file	legacy_ak4ak8_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/ak4ak8_candidate_bdt_v1_2026_07_14/ak4ak8_candidate_bdt_seed0_score_by_group.pdf	bdt_related_file	legacy_ak4ak8_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/ak4ak8_candidate_bdt_v1_2026_07_14/ak4ak8_candidate_bdt_seed0_score_by_group.png	bdt_related_file	legacy_ak4ak8_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/ak4ak8_candidate_bdt_v1_2026_07_14/ak4ak8_candidate_bdt_seed0_score_by_sample.pdf	bdt_related_file	legacy_ak4ak8_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/ak4ak8_candidate_bdt_v1_2026_07_14/ak4ak8_candidate_bdt_seed0_score_by_sample.png	bdt_related_file	legacy_ak4ak8_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/ak4ak8_candidate_bdt_v2_expanded_2026_07_15	result_directory	legacy_ak4ak8_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/ak4ak8_candidate_bdt_v2_expanded_2026_07_15/ak4ak8_candidate_bdt_v2_roc_seed0.pdf	bdt_related_file	legacy_ak4ak8_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/ak4ak8_candidate_bdt_v2_expanded_2026_07_15/ak4ak8_candidate_bdt_v2_roc_seed0.png	bdt_related_file	legacy_ak4ak8_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/ak4ak8_candidate_bdt_v2_expanded_2026_07_15/ak4ak8_candidate_bdt_v2_score_by_group_seed0.pdf	bdt_related_file	legacy_ak4ak8_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/ak4ak8_candidate_bdt_v2_expanded_2026_07_15/ak4ak8_candidate_bdt_v2_score_by_group_seed0.png	bdt_related_file	legacy_ak4ak8_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13	result_directory	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT0_high_purity_diagnostic_avg_mbb.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT0_high_purity_diagnostic_mbb1.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT0_high_purity_diagnostic_mbb2.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT0_high_purity_diagnostic_mhh.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT0_high_purity_diagnostic_r_hh.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT1_tight_avg_mbb.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT1_tight_mbb1.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT1_tight_mbb2.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT1_tight_mhh.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT1_tight_r_hh.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT2_medium_tight_avg_mbb.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT2_medium_tight_mbb1.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT2_medium_tight_mbb2.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT2_medium_tight_mhh.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT2_medium_tight_r_hh.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT3_medium_avg_mbb.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT3_medium_mbb1.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT3_medium_mbb2.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT3_medium_mhh.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT3_medium_r_hh.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT4_loose_avg_mbb.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT4_loose_mbb1.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT4_loose_mbb2.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT4_loose_mhh.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/CAT4_loose_r_hh.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/bdt_score_plane_categories.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/category_background_composition_stacked.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/category_neff_background.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/category_s_over_b.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_categories_2026_07_13/category_s_over_sqrtB.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_topology_only_categories_2026_07_13	result_directory	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_topology_only_categories_2026_07_13/CAT0_high_purity_diagnostic_avg_mbb.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_topology_only_categories_2026_07_13/CAT0_high_purity_diagnostic_mbb1.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_topology_only_categories_2026_07_13/CAT0_high_purity_diagnostic_mbb2.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_topology_only_categories_2026_07_13/CAT0_high_purity_diagnostic_mhh.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
outputs/plots/bdt_v3_qcdplus_topology_only_categories_2026_07_13/CAT0_high_purity_diagnostic_r_hh.png	bdt_related_file	legacy_qcdplus_population	not_recoverable_from_inventory	not_recoverable_from_inventory	not_recoverable_from_inventory	legacy_noncanonical_current_581_member_contract_not_proven	retain_unchanged_do_not_reuse_as_canonical_bdt
